#Lambda	Flux(Jy)
11.053	0.48798
11.054	0.48276
11.055	0.47761
11.056	0.47252
11.057	0.46749
11.058	0.46251
11.059	0.45759
11.060	0.45272
11.061	0.44790
11.062	0.44311
11.063	0.43838
11.064	0.43371
11.065	0.42910
11.066	0.42455
11.067	0.42005
11.068	0.41560
11.069	0.41120
11.070	0.40683
11.071	0.40251
11.072	0.39822
11.073	0.39397
11.074	0.38974
11.075	0.38554
11.076	0.38138
11.077	0.37726
11.078	0.37318
11.079	0.36913
11.080	0.36513
11.081	0.36116
11.082	0.35723
11.083	0.35333
11.084	0.34947
11.085	0.34565
11.086	0.34186
11.087	0.33811
11.088	0.33440
11.089	0.33072
11.090	0.32709
11.091	0.32348
11.092	0.31992
11.093	0.31639
11.094	0.31289
11.095	0.30944
11.096	0.30601
11.097	0.30263
11.098	0.29928
11.099	0.29596
11.100	0.29267
11.101	0.28942
11.102	0.28619
11.103	0.28300
11.104	0.27985
11.105	0.27674
11.106	0.27366
11.107	0.27062
11.108	0.26763
11.109	0.26468
11.110	0.26178
11.111	0.25893
11.112	0.25612
11.113	0.25336
11.114	0.25065
11.115	0.24799
11.116	0.24536
11.117	0.24278
11.118	0.24024
11.119	0.23774
11.120	0.23527
11.121	0.23284
11.122	0.23044
11.123	0.22808
11.124	0.22574
11.125	0.22345
11.126	0.22121
11.127	0.21900
11.128	0.21682
11.129	0.21469
11.130	0.21258
11.131	0.21051
11.132	0.20847
11.133	0.20646
11.134	0.20447
11.135	0.20251
11.136	0.20057
11.137	0.19867
11.138	0.19681
11.139	0.19498
11.140	0.19320
11.141	0.19144
11.142	0.18970
11.143	0.18798
11.144	0.18628
11.145	0.18458
11.146	0.18290
11.147	0.18121
11.148	0.17951
11.149	0.17782
11.150	0.17614
11.151	0.17447
11.152	0.17282
11.153	0.17118
11.154	0.16954
11.155	0.16791
11.156	0.16628
11.157	0.16466
11.158	0.16303
11.159	0.16140
11.160	0.15977
11.161	0.15813
11.162	0.15648
11.163	0.15484
11.164	0.15320
11.165	0.15157
11.166	0.14993
11.167	0.14829
11.168	0.14665
11.169	0.14501
11.170	0.14336
11.171	0.14172
11.172	0.14007
11.173	0.13842
11.174	0.13676
11.175	0.13509
11.176	0.13341
11.177	0.13172
11.178	0.13003
11.179	0.12834
11.180	0.12665
11.181	0.12498
11.182	0.12331
11.183	0.12166
11.184	0.12002
11.185	0.11841
11.186	0.11682
11.187	0.11524
11.188	0.11367
11.189	0.11211
11.190	0.11055
11.191	0.10901
11.192	0.10749
11.193	0.10598
11.194	0.10450
11.195	0.10304
11.196	0.10160
11.197	0.10020
11.198	0.09882
11.199	0.09747
11.200	0.09615
11.201	0.09484
11.202	0.09356
11.203	0.09230
11.204	0.09106
11.205	0.08985
11.206	0.08867
11.207	0.08751
11.208	0.08638
11.209	0.08528
11.210	0.08422
11.211	0.08318
11.212	0.08218
11.213	0.08121
11.214	0.08028
11.215	0.07938
11.216	0.07851
11.217	0.07766
11.218	0.07683
11.219	0.07603
11.220	0.07524
11.221	0.07446
11.222	0.07370
11.223	0.07295
11.224	0.07221
11.225	0.07149
11.226	0.07080
11.227	0.07013
11.228	0.06947
11.229	0.06883
11.230	0.06821
11.231	0.06759
11.232	0.06699
11.233	0.06639
11.234	0.06580
11.235	0.06522
11.236	0.06463
11.237	0.06406
11.238	0.06349
11.239	0.06294
11.240	0.06240
11.241	0.06187
11.242	0.06134
11.243	0.06082
11.244	0.06031
11.245	0.05979
11.246	0.05928
11.247	0.05876
11.248	0.05825
11.249	0.05772
11.250	0.05720
11.251	0.05668
11.252	0.05616
11.253	0.05564
11.254	0.05512
11.255	0.05461
11.256	0.05409
11.257	0.05358
11.258	0.05307
11.259	0.05256
11.260	0.05206
11.261	0.05156
11.262	0.05106
11.263	0.05056
11.264	0.05006
11.265	0.04956
11.266	0.04906
11.267	0.04857
11.268	0.04808
11.269	0.04759
11.270	0.04711
11.271	0.04663
11.272	0.04616
11.273	0.04569
11.274	0.04523
11.275	0.04478
11.276	0.04432
11.277	0.04387
11.278	0.04342
11.279	0.04298
11.280	0.04254
11.281	0.04211
11.282	0.04168
11.283	0.04127
11.284	0.04085
11.285	0.04045
11.286	0.04006
11.287	0.03967
11.288	0.03929
11.289	0.03892
11.290	0.03855
11.291	0.03819
11.292	0.03783
11.293	0.03748
11.294	0.03714
11.295	0.03681
11.296	0.03649
11.297	0.03618
11.298	0.03589
11.299	0.03560
11.300	0.03532
11.301	0.03506
11.302	0.03480
11.303	0.03455
11.304	0.03431
11.305	0.03408
11.306	0.03387
11.307	0.03366
11.308	0.03346
11.309	0.03327
11.310	0.03309
11.311	0.03292
11.312	0.03277
11.313	0.03262
11.314	0.03249
11.315	0.03238
11.316	0.03228
11.317	0.03219
11.318	0.03211
11.319	0.03203
11.320	0.03197
11.321	0.03190
11.322	0.03184
11.323	0.03178
11.324	0.03172
11.325	0.03166
11.326	0.03161
11.327	0.03156
11.328	0.03152
11.329	0.03149
11.330	0.03146
11.331	0.03144
11.332	0.03141
11.333	0.03138
11.334	0.03135
11.335	0.03131
11.336	0.03126
11.337	0.03120
11.338	0.03113
11.339	0.03105
11.340	0.03097
11.341	0.03089
11.342	0.03080
11.343	0.03071
11.344	0.03062
11.345	0.03051
11.346	0.03039
11.347	0.03026
11.348	0.03012
11.349	0.02996
11.350	0.02978
11.351	0.02958
11.352	0.02937
11.353	0.02914
11.354	0.02890
11.355	0.02864
11.356	0.02837
11.357	0.02809
11.358	0.02780
11.359	0.02749
11.360	0.02717
11.361	0.02684
11.362	0.02650
11.363	0.02615
11.364	0.02578
11.365	0.02540
11.366	0.02500
11.367	0.02459
11.368	0.02416
11.369	0.02372
11.370	0.02327
11.371	0.02281
11.372	0.02234
11.373	0.02187
11.374	0.02140
11.375	0.02093
11.376	0.02046
11.377	0.01999
11.378	0.01951
11.379	0.01902
11.380	0.01853
11.381	0.01803
11.382	0.01753
11.383	0.01702
11.384	0.01652
11.385	0.01601
11.386	0.01551
11.387	0.01502
11.388	0.01453
11.389	0.01405
11.390	0.01358
11.391	0.01311
11.392	0.01264
11.393	0.01217
11.394	0.01171
11.395	0.01125
11.396	0.01079
11.397	0.01034
11.398	0.00990
11.399	0.00946
11.400	0.00904
11.401	0.00862
11.402	0.00821
11.403	0.00782
11.404	0.00743
11.405	0.00705
11.406	0.00668
11.407	0.00632
11.408	0.00597
11.409	0.00562
11.410	0.00528
11.411	0.00495
11.412	0.00463
11.413	0.00431
11.414	0.00401
11.415	0.00371
11.416	0.00342
11.417	0.00313
11.418	0.00286
11.419	0.00260
11.420	0.00235
11.421	0.00210
11.422	0.00187
11.423	0.00163
11.424	0.00141
11.425	0.00119
11.426	0.00097
11.427	0.00076
11.428	0.00055
11.429	0.00034
11.430	0.00014
11.431	-0.00006
11.432	-0.00024
11.433	-0.00043
11.434	-0.00061
11.435	-0.00078
11.436	-0.00095
11.437	-0.00112
11.438	-0.00128
11.439	-0.00145
11.440	-0.00160
11.441	-0.00176
11.442	-0.00191
11.443	-0.00206
11.444	-0.00221
11.445	-0.00235
11.446	-0.00248
11.447	-0.00261
11.448	-0.00274
11.449	-0.00287
11.450	-0.00300
11.451	-0.00313
11.452	-0.00325
11.453	-0.00338
11.454	-0.00350
11.455	-0.00363
11.456	-0.00376
11.457	-0.00389
11.458	-0.00401
11.459	-0.00414
11.460	-0.00427
11.461	-0.00439
11.462	-0.00451
11.463	-0.00464
11.464	-0.00476
11.465	-0.00489
11.466	-0.00501
11.467	-0.00513
11.468	-0.00526
11.469	-0.00538
11.470	-0.00551
11.471	-0.00563
11.472	-0.00576
11.473	-0.00589
11.474	-0.00601
11.475	-0.00614
11.476	-0.00626
11.477	-0.00638
11.478	-0.00651
11.479	-0.00663
11.480	-0.00674
11.481	-0.00686
11.482	-0.00698
11.483	-0.00709
11.484	-0.00721
11.485	-0.00732
11.486	-0.00743
11.487	-0.00755
11.488	-0.00766
11.489	-0.00777
11.490	-0.00787
11.491	-0.00797
11.492	-0.00807
11.493	-0.00816
11.494	-0.00825
11.495	-0.00834
11.496	-0.00842
11.497	-0.00850
11.498	-0.00857
11.499	-0.00864
11.500	-0.00871
11.501	-0.00878
11.502	-0.00884
11.503	-0.00890
11.504	-0.00895
11.505	-0.00900
11.506	-0.00905
11.507	-0.00909
11.508	-0.00913
11.509	-0.00916
11.510	-0.00918
11.511	-0.00920
11.512	-0.00921
11.513	-0.00922
11.514	-0.00923
11.515	-0.00924
11.516	-0.00924
11.517	-0.00924
11.518	-0.00924
11.519	-0.00925
11.520	-0.00925
11.521	-0.00925
11.522	-0.00925
11.523	-0.00925
11.524	-0.00924
11.525	-0.00923
11.526	-0.00921
11.527	-0.00920
11.528	-0.00919
11.529	-0.00918
11.530	-0.00918
11.531	-0.00918
11.532	-0.00919
11.533	-0.00920
11.534	-0.00923
11.535	-0.00926
11.536	-0.00929
11.537	-0.00932
11.538	-0.00936
11.539	-0.00940
11.540	-0.00944
11.541	-0.00949
11.542	-0.00955
11.543	-0.00962
11.544	-0.00969
11.545	-0.00978
11.546	-0.00987
11.547	-0.00997
11.548	-0.01009
11.549	-0.01022
11.550	-0.01036
11.551	-0.01051
11.552	-0.01067
11.553	-0.01084
11.554	-0.01101
11.555	-0.01119
11.556	-0.01138
11.557	-0.01157
11.558	-0.01176
11.559	-0.01196
11.560	-0.01216
11.561	-0.01236
11.562	-0.01258
11.563	-0.01281
11.564	-0.01304
11.565	-0.01329
11.566	-0.01354
11.567	-0.01379
11.568	-0.01404
11.569	-0.01429
11.570	-0.01453
11.571	-0.01477
11.572	-0.01499
11.573	-0.01520
11.574	-0.01539
11.575	-0.01557
11.576	-0.01576
11.577	-0.01594
11.578	-0.01613
11.579	-0.01631
11.580	-0.01648
11.581	-0.01663
11.582	-0.01678
11.583	-0.01690
11.584	-0.01700
11.585	-0.01708
11.586	-0.01713
11.587	-0.01715
11.588	-0.01713
11.589	-0.01710
11.590	-0.01704
11.591	-0.01697
11.592	-0.01688
11.593	-0.01676
11.594	-0.01662
11.595	-0.01646
11.596	-0.01627
11.597	-0.01606
11.598	-0.01583
11.599	-0.01557
11.600	-0.01529
11.601	-0.01497
11.602	-0.01463
11.603	-0.01425
11.604	-0.01384
11.605	-0.01340
11.606	-0.01293
11.607	-0.01244
11.608	-0.01193
11.609	-0.01141
11.610	-0.01087
11.611	-0.01032
11.612	-0.00977
11.613	-0.00921
11.614	-0.00864
11.615	-0.00807
11.616	-0.00748
11.617	-0.00686
11.618	-0.00623
11.619	-0.00557
11.620	-0.00491
11.621	-0.00424
11.622	-0.00357
11.623	-0.00291
11.624	-0.00225
11.625	-0.00160
11.626	-0.00097
11.627	-0.00036
11.628	0.00022
11.629	0.00079
11.630	0.00136
11.631	0.00193
11.632	0.00249
11.633	0.00305
11.634	0.00359
11.635	0.00412
11.636	0.00463
11.637	0.00512
11.638	0.00559
11.639	0.00604
11.640	0.00646
11.641	0.00685
11.642	0.00720
11.643	0.00754
11.644	0.00784
11.645	0.00812
11.646	0.00838
11.647	0.00862
11.648	0.00883
11.649	0.00903
11.650	0.00921
11.651	0.00938
11.652	0.00952
11.653	0.00966
11.654	0.00978
11.655	0.00989
11.656	0.00998
11.657	0.01005
11.658	0.01009
11.659	0.01011
11.660	0.01011
11.661	0.01010
11.662	0.01008
11.663	0.01005
11.664	0.01001
11.665	0.00998
11.666	0.00995
11.667	0.00992
11.668	0.00990
11.669	0.00989
11.670	0.00988
11.671	0.00986
11.672	0.00983
11.673	0.00980
11.674	0.00977
11.675	0.00974
11.676	0.00971
11.677	0.00969
11.678	0.00968
11.679	0.00967
11.680	0.00968
11.681	0.00970
11.682	0.00974
11.683	0.00979
11.684	0.00986
11.685	0.00994
11.686	0.01003
11.687	0.01013
11.688	0.01024
11.689	0.01036
11.690	0.01048
11.691	0.01061
11.692	0.01074
11.693	0.01088
11.694	0.01102
11.695	0.01115
11.696	0.01129
11.697	0.01144
11.698	0.01160
11.699	0.01177
11.700	0.01195
11.701	0.01213
11.702	0.01232
11.703	0.01250
11.704	0.01269
11.705	0.01286
11.706	0.01302
11.707	0.01317
11.708	0.01330
11.709	0.01341
11.710	0.01350
11.711	0.01359
11.712	0.01367
11.713	0.01374
11.714	0.01380
11.715	0.01386
11.716	0.01390
11.717	0.01393
11.718	0.01394
11.719	0.01393
11.720	0.01390
11.721	0.01385
11.722	0.01378
11.723	0.01368
11.724	0.01355
11.725	0.01340
11.726	0.01323
11.727	0.01304
11.728	0.01283
11.729	0.01259
11.730	0.01234
11.731	0.01207
11.732	0.01179
11.733	0.01148
11.734	0.01117
11.735	0.01083
11.736	0.01048
11.737	0.01012
11.738	0.00974
11.739	0.00932
11.740	0.00889
11.741	0.00844
11.742	0.00796
11.743	0.00747
11.744	0.00697
11.745	0.00646
11.746	0.00594
11.747	0.00542
11.748	0.00490
11.749	0.00437
11.750	0.00386
11.751	0.00335
11.752	0.00283
11.753	0.00230
11.754	0.00176
11.755	0.00122
11.756	0.00066
11.757	0.00011
11.758	-0.00044
11.759	-0.00099
11.760	-0.00153
11.761	-0.00205
11.762	-0.00257
11.763	-0.00306
11.764	-0.00354
11.765	-0.00399
11.766	-0.00444
11.767	-0.00487
11.768	-0.00530
11.769	-0.00571
11.770	-0.00612
11.771	-0.00651
11.772	-0.00689
11.773	-0.00726
11.774	-0.00760
11.775	-0.00794
11.776	-0.00825
11.777	-0.00855
11.778	-0.00882
11.779	-0.00907
11.780	-0.00931
11.781	-0.00952
11.782	-0.00972
11.783	-0.00989
11.784	-0.01006
11.785	-0.01020
11.786	-0.01033
11.787	-0.01044
11.788	-0.01054
11.789	-0.01063
11.790	-0.01070
11.791	-0.01076
11.792	-0.01081
11.793	-0.01084
11.794	-0.01085
11.795	-0.01085
11.796	-0.01082
11.797	-0.01078
11.798	-0.01073
11.799	-0.01066
11.800	-0.01058
11.801	-0.01049
11.802	-0.01040
11.803	-0.01030
11.804	-0.01019
11.805	-0.01009
11.806	-0.00998
11.807	-0.00987
11.808	-0.00976
11.809	-0.00963
11.810	-0.00949
11.811	-0.00935
11.812	-0.00920
11.813	-0.00905
11.814	-0.00889
11.815	-0.00873
11.816	-0.00857
11.817	-0.00841
11.818	-0.00825
11.819	-0.00809
11.820	-0.00794
11.821	-0.00779
11.822	-0.00764
11.823	-0.00750
11.824	-0.00735
11.825	-0.00720
11.826	-0.00705
11.827	-0.00690
11.828	-0.00675
11.829	-0.00660
11.830	-0.00645
11.831	-0.00630
11.832	-0.00616
11.833	-0.00601
11.834	-0.00586
11.835	-0.00572
11.836	-0.00558
11.837	-0.00544
11.838	-0.00531
11.839	-0.00517
11.840	-0.00504
11.841	-0.00491
11.842	-0.00477
11.843	-0.00464
11.844	-0.00450
11.845	-0.00436
11.846	-0.00421
11.847	-0.00405
11.848	-0.00389
11.849	-0.00373
11.850	-0.00356
11.851	-0.00339
11.852	-0.00322
11.853	-0.00305
11.854	-0.00287
11.855	-0.00269
11.856	-0.00251
11.857	-0.00232
11.858	-0.00212
11.859	-0.00192
11.860	-0.00171
11.861	-0.00149
11.862	-0.00126
11.863	-0.00102
11.864	-0.00078
11.865	-0.00053
11.866	-0.00027
11.867	0.00000
11.868	0.00028
11.869	0.00056
11.870	0.00084
11.871	0.00113
11.872	0.00142
11.873	0.00172
11.874	0.00202
11.875	0.00232
11.876	0.00262
11.877	0.00292
11.878	0.00324
11.879	0.00356
11.880	0.00389
11.881	0.00423
11.882	0.00457
11.883	0.00491
11.884	0.00526
11.885	0.00559
11.886	0.00593
11.887	0.00626
11.888	0.00657
11.889	0.00688
11.890	0.00717
11.891	0.00745
11.892	0.00773
11.893	0.00800
11.894	0.00828
11.895	0.00854
11.896	0.00881
11.897	0.00906
11.898	0.00930
11.899	0.00954
11.900	0.00976
11.901	0.00996
11.902	0.01015
11.903	0.01032
11.904	0.01046
11.905	0.01059
11.906	0.01070
11.907	0.01080
11.908	0.01088
11.909	0.01095
11.910	0.01101
11.911	0.01105
11.912	0.01107
11.913	0.01108
11.914	0.01107
11.915	0.01104
11.916	0.01099
11.917	0.01093
11.918	0.01085
11.919	0.01075
11.920	0.01062
11.921	0.01048
11.922	0.01031
11.923	0.01012
11.924	0.00991
11.925	0.00969
11.926	0.00945
11.927	0.00919
11.928	0.00893
11.929	0.00865
11.930	0.00837
11.931	0.00807
11.932	0.00777
11.933	0.00747
11.934	0.00716
11.935	0.00682
11.936	0.00648
11.937	0.00612
11.938	0.00574
11.939	0.00536
11.940	0.00497
11.941	0.00457
11.942	0.00417
11.943	0.00377
11.944	0.00337
11.945	0.00297
11.946	0.00258
11.947	0.00219
11.948	0.00181
11.949	0.00142
11.950	0.00103
11.951	0.00064
11.952	0.00024
11.953	-0.00015
11.954	-0.00055
11.955	-0.00094
11.956	-0.00133
11.957	-0.00171
11.958	-0.00208
11.959	-0.00245
11.960	-0.00280
11.961	-0.00315
11.962	-0.00348
11.963	-0.00380
11.964	-0.00411
11.965	-0.00442
11.966	-0.00472
11.967	-0.00502
11.968	-0.00530
11.969	-0.00558
11.970	-0.00585
11.971	-0.00611
11.972	-0.00637
11.973	-0.00661
11.974	-0.00685
11.975	-0.00707
11.976	-0.00729
11.977	-0.00749
11.978	-0.00768
11.979	-0.00787
11.980	-0.00804
11.981	-0.00821
11.982	-0.00837
11.983	-0.00852
11.984	-0.00866
11.985	-0.00879
11.986	-0.00891
11.987	-0.00903
11.988	-0.00914
11.989	-0.00924
11.990	-0.00933
11.991	-0.00942
11.992	-0.00950
11.993	-0.00956
11.994	-0.00962
11.995	-0.00967
11.996	-0.00971
11.997	-0.00975
11.998	-0.00978
11.999	-0.00980
