#Lambda	Flux
1.537	0.16779
1.538	0.15821
1.539	0.25014
1.540	0.63915
1.541	0.51948
1.542	0.36046
1.543	0.51858
1.544	1.08064
1.545	1.26300
1.546	0.70051
1.547	0.60122
1.548	0.34080
1.549	0.37475
1.550	0.65163
1.551	0.27198
1.552	0.05108
1.553	0.33066
1.554	0.23264
1.555	0.53159
1.556	0.37003
1.557	0.64057
1.558	0.45642
1.559	-0.10001
1.560	0.07501
1.561	0.28857
1.562	-0.02224
1.563	0.25712
1.564	0.20965
1.565	0.08616
1.566	-0.07311
1.567	0.40927
1.568	0.39348
1.569	0.00382
1.570	-0.00934
1.571	0.00694
1.572	0.17820
1.573	-0.29593
1.574	0.18512
1.575	0.16242
1.576	-0.25369
1.577	-0.06665
1.578	-0.03617
1.579	-0.24079
1.580	0.25849
1.581	0.14838
1.582	0.05695
1.583	-0.15027
1.584	-0.10113
1.585	0.00457
1.586	-0.03254
1.587	-0.01273
1.588	-0.31949
1.589	0.00357
1.590	0.12624
1.591	0.29320
1.592	-0.14541
1.593	-0.07710
1.594	0.31995
1.595	0.11046
1.596	0.27453
1.597	0.19411
1.598	0.00806
1.599	0.03848
1.600	0.16310
1.601	0.01082
1.602	-0.13140
1.603	-0.16811
1.604	-0.02839
1.605	0.14992
1.606	0.21169
1.607	0.06997
1.608	0.14094
1.609	0.13296
1.610	0.04371
1.611	0.11186
1.612	0.17529
1.613	-0.03536
1.614	0.10397
1.615	0.11256
1.616	0.07825
1.617	0.37199
1.618	0.21830
1.619	0.06422
1.620	0.21369
1.621	0.16934
1.622	0.01060
1.623	-0.14803
1.624	0.09625
1.625	0.10560
1.626	0.16712
1.627	0.12358
1.628	-0.11341
1.629	-0.16220
1.630	-0.06577
1.631	0.05939
1.632	-0.03869
1.633	0.07670
1.634	0.10807
1.635	0.01621
1.636	0.06479
1.637	-0.11767
1.638	-0.11010
1.639	0.01771
1.640	0.04838
1.641	0.14960
1.642	0.11166
1.643	0.26116
1.644	0.19703
1.645	0.01297
1.646	0.14202
1.647	0.11138
1.648	0.13013
1.649	0.08868
1.650	0.09616
1.651	0.07203
1.652	0.02266
1.653	0.11251
1.654	0.11104
1.655	0.16789
1.656	0.22373
1.657	0.12150
1.658	0.10764
1.659	0.04156
1.660	0.01585
1.661	-0.05668
1.662	-0.06234
1.663	-0.01827
1.664	0.19604
1.665	0.11367
1.666	0.08314
1.667	0.09675
1.668	0.01479
1.669	-0.02815
1.670	-0.08796
1.671	-0.05669
1.672	0.03808
1.673	0.27544
1.674	0.19066
1.675	0.11701
1.676	0.15181
1.677	0.05240
1.678	0.03216
1.679	0.05000
1.680	0.12693
1.681	0.01635
1.682	-0.03861
1.683	-0.08673
1.684	0.03043
1.685	0.02343
1.686	0.08517
1.687	0.16182
1.688	0.08321
1.689	0.10425
1.690	0.00900
1.691	-0.13132
1.692	-0.11355
1.693	0.01304
1.694	0.20794
1.695	0.10752
1.696	0.11071
1.697	0.04459
1.698	-0.00933
1.699	-0.00777
1.700	0.00447
1.701	0.08022
1.702	0.16951
1.703	0.08441
1.704	0.05237
1.705	0.14159
1.706	0.09557
1.707	0.04323
1.708	0.05530
1.709	0.05467
1.710	0.11313
1.711	-0.01103
1.712	0.04800
1.713	0.09853
1.714	0.05178
1.715	0.04880
1.716	-0.02811
1.717	-0.01880
1.718	0.10008
1.719	0.05946
1.720	0.01428
1.721	0.03734
1.722	0.05501
1.723	0.02288
1.724	0.03063
1.725	0.00517
1.726	0.00679
1.727	0.00845
1.728	-0.03803
1.729	-0.03024
1.730	-0.02071
1.731	0.02153
1.732	-0.06154
1.733	-0.06476
1.734	0.06201
1.735	0.06217
1.736	0.09388
1.737	-0.01081
1.738	-0.03589
1.739	0.02822
1.740	0.03298
1.741	-0.01788
1.742	-0.03775
1.743	-0.04312
1.744	0.00098
1.745	-0.00216
1.746	-0.06382
1.747	0.02225
1.748	0.03672
1.749	0.06024
1.750	0.09221
1.751	0.08954
1.752	-0.02400
1.753	0.05728
1.754	0.07106
1.755	0.11167
1.756	0.12927
1.757	0.07885
1.758	0.04135
1.759	0.06121
1.760	0.03178
1.761	0.05191
1.762	0.06170
1.763	-0.00232
1.764	0.00951
1.765	0.07575
1.766	0.04159
1.767	0.07791
1.768	0.11693
1.769	0.15923
1.770	0.26777
1.771	0.20071
1.772	0.07168
1.773	0.01468
1.774	0.06012
1.775	0.05464
1.776	-0.04777
1.777	-0.02736
1.778	0.08212
1.779	0.08040
1.780	0.00769
1.781	0.06279
1.782	0.10352
1.783	0.01562
1.784	-0.06265
1.785	-0.00574
1.786	0.05519
1.787	0.07320
1.788	0.10326
1.789	0.03903
1.790	0.00937
1.791	0.00906
1.792	0.07846
1.793	0.03550
1.794	-0.02882
1.795	-0.03034
1.796	-0.01841
1.797	0.00714
1.798	0.00487
1.799	0.00339
1.800	-0.02344
1.801	0.02931
1.802	0.04229
1.803	0.06649
1.804	0.08407
1.805	0.05632
1.806	0.04324
1.807	0.07574
1.808	0.07423
1.809	0.03695
1.810	0.03946
1.811	0.05214
1.812	0.01797
1.813	0.03753
1.814	0.07698
1.815	0.02906
1.816	0.05815
1.817	0.12404
1.818	0.06650
1.819	0.04217
1.820	0.07576
1.821	0.08018
1.822	0.13546
1.823	0.18935
1.824	0.13759
1.825	0.18692
1.826	0.10039
1.827	0.06986
1.828	0.15557
1.829	0.15700
1.830	0.09098
1.831	0.13087
1.832	0.15068
1.833	0.03643
1.834	0.03566
1.835	0.05540
1.836	0.02809
1.837	0.13514
1.838	0.25910
1.839	0.16239
1.840	0.07023
1.841	0.07693
1.842	0.06478
1.843	0.06944
1.844	0.13317
1.845	0.12843
1.846	0.12755
1.847	0.13951
1.848	0.14326
1.849	0.10527
1.850	0.09463
1.851	0.14881
1.852	0.16924
1.853	0.14313
1.854	0.11673
1.855	0.07824
1.856	0.08004
1.857	0.10069
1.858	0.09702
1.859	0.09873
1.860	0.09868
1.861	0.14452
1.862	0.12949
1.863	0.11351
1.864	0.14966
1.865	0.16784
1.866	0.18134
1.867	0.16549
1.868	0.23947
1.869	0.19596
1.870	0.16105
1.871	0.17895
1.872	0.16151
1.873	0.16096
1.874	0.16593
1.875	0.10335
1.876	0.12344
1.877	0.16862
1.878	0.12274
1.879	0.08280
1.880	0.08988
1.881	0.08087
1.882	0.11141
1.883	0.12405
1.884	0.12100
1.885	0.10041
1.886	0.09973
1.887	0.10937
1.888	0.12396
1.889	0.13799
1.890	0.14970
1.891	0.13339
1.892	0.12715
1.893	0.09504
1.894	0.09088
1.895	0.07626
1.896	0.06663
1.897	0.05026
1.898	0.07608
1.899	0.08638
1.900	0.07154
1.901	0.06317
1.902	0.10437
1.903	0.11093
1.904	0.09346
1.905	0.07863
1.906	0.02550
1.907	0.00746
1.908	0.02736
1.909	0.09264
1.910	0.10310
1.911	0.05089
1.912	0.04304
1.913	0.06162
1.914	0.11200
1.915	0.11117
1.916	0.06295
1.917	0.08750
1.918	0.12995
1.919	0.13785
1.920	0.13806
1.921	0.08213
1.922	0.03554
1.923	0.02344
1.924	0.02893
1.925	0.06856
1.926	0.07603
1.927	0.06472
1.928	0.08607
1.929	0.10096
1.930	0.09326
1.931	0.04601
1.932	0.00866
1.933	0.00796
1.934	0.06371
1.935	0.06759
1.936	0.04922
1.937	0.05008
1.938	0.01463
1.939	0.04372
1.940	0.08134
1.941	0.07149
1.942	0.06627
1.943	0.07683
1.944	0.09592
1.945	0.09795
1.946	0.08090
1.947	0.03907
1.948	0.03434
1.949	0.04998
1.950	0.02247
1.951	-0.00746
1.952	-0.02167
1.953	0.00152
1.954	0.04820
1.955	0.04899
1.956	0.00645
1.957	0.04731
1.958	0.05445
1.959	0.04318
1.960	0.03702
1.961	0.00426
1.962	-0.01139
1.963	-0.00216
1.964	0.03210
1.965	0.04444
1.966	0.00524
1.967	-0.03587
1.968	-0.03126
1.969	-0.02303
1.970	-0.02055
1.971	-0.00606
1.972	-0.02149
1.973	-0.00592
1.974	0.04283
1.975	0.04799
1.976	0.00607
1.977	-0.00342
1.978	-0.00184
1.979	-0.01993
1.980	-0.01167
1.981	-0.01542
1.982	-0.00193
1.983	0.02512
1.984	0.05129
1.985	0.03393
1.986	0.01587
1.987	0.03090
1.988	0.00362
1.989	-0.03575
1.990	-0.00375
1.991	0.01272
1.992	0.00164
1.993	0.02640
1.994	0.02800
1.995	0.02820
1.996	0.04972
1.997	0.07942
1.998	0.08072
1.999	0.05584
2.000	0.03088
2.001	0.03576
2.002	0.07442
2.003	0.07021
2.004	0.06915
2.005	0.05824
2.006	0.07181
2.007	0.11912
2.008	0.09259
2.009	0.04297
2.010	0.02254
2.011	0.01756
2.012	0.00843
2.013	0.01985
2.014	0.05444
2.015	0.03085
2.016	0.01571
2.017	0.03586
2.018	0.07318
2.019	0.09594
2.020	0.06418
2.021	0.02952
2.022	0.05323
2.023	0.05960
2.024	0.03227
2.025	0.02979
2.026	0.01979
2.027	0.00707
2.028	0.01473
2.029	0.00317
2.030	0.01932
2.031	0.06675
2.032	0.09435
2.033	0.07076
2.034	0.03464
2.035	0.03423
2.036	0.02918
2.037	0.02880
2.038	0.04596
2.039	0.03695
2.040	0.03873
2.041	0.07060
2.042	0.06198
2.043	0.01583
2.044	0.01594
2.045	0.02025
2.046	0.01441
2.047	-0.00950
2.048	-0.03845
2.049	-0.02770
2.050	-0.02109
2.051	-0.01530
2.052	-0.01013
2.053	0.00018
2.054	0.03200
2.055	0.00107
2.056	-0.03119
2.057	-0.00052
2.058	0.02624
2.059	0.05210
2.060	0.05555
2.061	0.03812
2.062	0.06900
2.063	0.05295
2.064	-0.00447
2.065	-0.01683
2.066	-0.01562
2.067	-0.01352
2.068	0.01703
2.069	0.02284
2.070	0.00759
2.071	-0.02178
2.072	-0.02187
2.073	0.03057
2.074	0.04567
2.075	0.02481
2.076	0.00199
2.077	0.00505
2.078	0.06659
2.079	0.11558
2.080	0.09286
2.081	0.01614
2.082	-0.00405
2.083	0.04723
2.084	0.05625
2.085	0.02552
2.086	0.03633
2.087	0.07297
2.088	0.06332
2.089	0.00832
2.090	-0.01312
2.091	-0.01213
2.092	-0.00890
2.093	-0.00917
2.094	0.03611
2.095	0.08689
2.096	0.05545
2.097	0.02438
2.098	0.02708
2.099	0.01997
2.100	0.01994
2.101	0.02467
2.102	-0.00513
2.103	-0.03589
2.104	0.02285
2.105	0.10508
2.106	0.13977
2.107	0.14054
2.108	0.11507
2.109	0.13630
2.110	0.14011
2.111	0.06745
2.112	0.04772
2.113	0.10694
2.114	0.09530
2.115	0.08256
2.116	0.04147
2.117	-0.05618
2.118	-0.07307
2.119	-0.01339
2.120	0.06163
2.121	0.07789
2.122	0.05958
2.123	0.09324
2.124	0.09869
2.125	-0.03408
2.126	-0.15951
2.127	-0.15865
2.128	-0.10864
2.129	-0.11406
2.130	-0.18711
2.131	-0.20651
2.132	-0.12795
2.133	-0.05322
2.134	0.04595
2.135	0.16403
2.136	0.20270
2.137	0.18762
2.138	0.19482
2.139	0.16742
2.140	0.07586
2.141	0.07679
2.142	0.11087
2.143	0.10874
2.144	0.11292
2.145	0.17055
2.146	0.29574
2.147	0.29394
2.148	0.13186
2.149	0.02982
2.150	0.05431
2.151	0.03244
2.152	-0.01900
2.153	-0.00926
2.154	0.04584
2.155	0.09541
2.156	0.09505
2.157	0.05666
2.158	-0.00712
2.159	0.00198
2.160	0.03727
2.161	-0.05591
2.162	-0.09257
2.163	-0.01343
2.164	-0.02661
2.165	0.00997
2.166	0.11010
2.167	0.03763
2.168	-0.05056
2.169	-0.01696
2.170	0.02404
2.171	0.04463
2.172	0.05673
2.173	0.08144
2.174	0.15576
2.175	0.13580
2.176	-0.00923
2.177	-0.06154
2.178	-0.07225
2.179	-0.12391
2.180	-0.03744
2.181	0.15414
2.182	0.22399
2.183	0.13308
2.184	0.04429
2.185	0.05703
2.186	-0.00081
2.187	-0.08359
2.188	-0.04936
2.189	-0.01270
2.190	-0.00229
2.191	0.01671
2.192	0.05405
2.193	0.11447
2.194	0.12824
2.195	0.08105
2.196	-0.00269
2.197	-0.09805
2.198	-0.13101
2.199	-0.09388
2.200	-0.01670
2.201	0.06522
2.202	0.11455
2.203	0.14278
2.204	0.16547
2.205	0.18453
2.206	0.20030
2.207	0.16344
2.208	0.07735
2.209	0.05437
2.210	0.08148
2.211	0.07812
2.212	0.07694
2.213	0.09095
2.214	0.05712
2.215	-0.00044
2.216	0.00450
2.217	0.04210
2.218	0.01329
2.219	-0.05503
2.220	-0.06193
2.221	-0.02918
2.222	-0.01455
2.223	-0.02232
2.224	-0.02192
2.225	0.00532
2.226	0.00888
2.227	0.01644
2.228	0.02705
2.229	0.02574
2.230	0.11059
2.231	0.17271
2.232	0.07994
2.233	-0.03052
2.234	-0.04299
2.235	0.00763
2.236	0.04037
2.237	0.02817
2.238	0.00897
2.239	0.00938
2.240	0.01196
2.241	-0.02067
2.242	-0.06436
2.243	-0.06244
2.244	-0.04122
2.245	-0.02563
2.246	-0.00113
2.247	0.01918
2.248	0.01313
2.249	-0.00451
2.250	-0.00181
2.251	0.00793
2.252	0.01917
2.253	0.04397
2.254	0.05301
2.255	0.03847
2.256	0.02017
2.257	-0.00057
2.258	-0.00629
2.259	0.01027
2.260	0.02730
2.261	0.04025
2.262	0.03615
2.263	-0.00044
2.264	-0.02966
2.265	-0.02214
2.266	-0.00051
2.267	-0.00448
2.268	-0.04128
2.269	-0.05252
2.270	-0.02637
2.271	0.00084
2.272	0.02975
2.273	0.06196
2.274	0.09115
2.275	0.09763
2.276	0.07156
2.277	0.04290
2.278	0.01613
2.279	-0.00936
2.280	-0.00115
2.281	0.03601
2.282	0.05276
2.283	0.02940
2.284	0.00990
2.285	0.01122
2.286	0.00266
2.287	-0.00893
2.288	-0.00129
2.289	0.01678
2.290	0.02726
2.291	0.02540
2.292	0.02220
2.293	0.02820
2.294	0.03160
2.295	0.01936
2.296	0.00738
2.297	0.01091
2.298	0.02345
2.299	0.04030
2.300	0.04918
2.301	0.03991
2.302	0.03047
2.303	0.02831
2.304	0.02506
2.305	0.02283
2.306	0.02253
2.307	0.02425
2.308	0.03782
2.309	0.04948
2.310	0.03336
2.311	0.01489
2.312	0.01168
2.313	0.00241
2.314	-0.00475
2.315	0.00763
2.316	0.02853
2.317	0.03998
2.318	0.03696
2.319	0.02535
2.320	0.01394
2.321	0.01371
2.322	0.02758
2.323	0.03950
2.324	0.03710
2.325	0.02790
2.326	0.01725
2.327	0.01026
2.328	0.01725
2.329	0.02688
2.330	0.02147
2.331	0.01027
2.332	0.01011
2.333	0.01926
2.334	0.02089
2.335	0.00541
2.336	-0.00988
2.337	-0.00734
2.338	0.00643
2.339	0.02142
2.340	0.02760
2.341	0.02443
2.342	0.02033
2.343	0.00946
2.344	-0.00896
2.345	-0.02198
2.346	-0.02309
2.347	-0.01439
2.348	-0.00870
2.349	-0.00913
2.350	-0.00588
2.351	-0.00456
2.352	-0.00417
2.353	0.00792
2.354	0.02357
2.355	0.03405
2.356	0.04874
2.357	0.05742
2.358	0.05050
2.359	0.04738
2.360	0.05088
2.361	0.04291
2.362	0.02184
2.363	-0.00192
2.364	-0.00940
2.365	0.00996
2.366	0.02878
2.367	0.02190
2.368	0.00112
2.369	-0.01307
2.370	-0.01257
2.371	-0.00185
2.372	0.00645
2.373	0.01247
2.374	0.01585
2.375	-0.00176
2.376	-0.03245
2.377	-0.04102
2.378	-0.02596
2.379	-0.01787
2.380	-0.01831
2.381	-0.01079
2.382	0.00169
2.383	0.00637
2.384	0.00268
2.385	0.00225
2.386	0.00967
2.387	0.00954
2.388	-0.00013
2.389	-0.00226
2.390	0.00577
2.391	0.00698
2.392	-0.00362
2.393	-0.00973
2.394	-0.00309
2.395	0.00182
2.396	-0.00128
2.397	-0.00793
2.398	-0.01439
2.399	-0.01329
2.400	-0.00605
2.401	-0.00432
2.402	-0.00689
2.403	-0.00144
2.404	0.00618
2.405	0.00361
2.406	-0.00105
2.407	0.00073
2.408	0.00110
2.409	-0.00188
2.410	-0.00455
2.411	-0.00935
2.412	-0.01277
2.413	-0.00806
2.414	0.00098
2.415	0.01035
2.416	0.02017
2.417	0.02420
2.418	0.01982
2.419	0.01832
2.420	0.02430
2.421	0.02617
2.422	0.02222
2.423	0.02017
2.424	0.02307
2.425	0.02768
2.426	0.02834
2.427	0.02377
2.428	0.01686
2.429	0.01031
2.430	0.00799
2.431	0.00793
2.432	0.00619
2.433	0.00463
2.434	0.00725
2.435	0.01871
2.436	0.03610
2.437	0.04252
2.438	0.03179
2.439	0.01692
2.440	0.01472
2.441	0.02156
2.442	0.01964
2.443	0.01226
2.444	0.01869
2.445	0.03286
2.446	0.03619
2.447	0.03139
2.448	0.02753
2.449	0.02490
2.450	0.02186
2.451	0.02206
2.452	0.02732
2.453	0.03104
2.454	0.02931
2.455	0.02641
2.456	0.02688
2.457	0.03385
2.458	0.04548
2.459	0.04700
2.460	0.03279
2.461	0.02000
2.462	0.02147
2.463	0.03224
2.464	0.04453
2.465	0.05548
2.466	0.06066
2.467	0.05390
2.468	0.03798
2.469	0.02692
2.470	0.03127
2.471	0.04105
2.472	0.04010
2.473	0.03604
2.474	0.04449
2.475	0.05919
2.476	0.06257
2.477	0.05234
2.478	0.03978
2.479	0.03716
2.480	0.04774
2.481	0.05755
2.482	0.05329
2.483	0.04175
2.484	0.03907
2.485	0.04598
2.486	0.05195
2.487	0.05522
2.488	0.06036
2.489	0.06531
2.490	0.06448
2.491	0.05687
2.492	0.04363
2.493	0.02818
2.494	0.02147
2.495	0.03015
2.496	0.04355
2.497	0.04642
2.498	0.04097
2.499	0.03992
2.500	0.04258
2.501	0.03887
2.502	0.03039
2.503	0.02710
2.504	0.02786
2.505	0.02729
2.506	0.03188
2.507	0.04084
2.508	0.03421
2.509	0.00994
2.510	-0.00120
2.511	0.01891
2.512	0.04928
2.513	0.06707
2.514	0.06999
2.515	0.06403
2.516	0.05655
2.517	0.05371
2.518	0.05448
2.519	0.05199
2.520	0.04455
2.521	0.03736
2.522	0.03235
2.523	0.02997
2.524	0.03375
2.525	0.04253
2.526	0.04741
2.527	0.04604
2.528	0.04902
2.529	0.06359
2.530	0.08081
2.531	0.08469
2.532	0.07134
2.533	0.05471
2.534	0.04733
2.535	0.04938
2.536	0.05584
2.537	0.05893
2.538	0.05124
2.539	0.03475
2.540	0.02412
2.541	0.02948
2.542	0.04263
2.543	0.05311
2.544	0.06179
2.545	0.07172
2.546	0.08065
2.547	0.08318
2.548	0.07151
2.549	0.05022
2.550	0.03851
2.551	0.04067
2.552	0.04196
2.553	0.03449
2.554	0.02785
2.555	0.02971
2.556	0.03462
2.557	0.03488
2.558	0.03114
2.559	0.02796
2.560	0.03335
2.561	0.05385
2.562	0.07717
2.563	0.08767
2.564	0.08767
2.565	0.08188
2.566	0.06960
2.567	0.05525
2.568	0.04902
2.569	0.05462
2.570	0.06289
2.571	0.06227
2.572	0.05259
2.573	0.04161
2.574	0.03401
2.575	0.03239
2.576	0.03801
2.577	0.04369
2.578	0.04000
2.579	0.02953
2.580	0.02130
2.581	0.01891
2.582	0.01904
2.583	0.02150
2.584	0.03277
2.585	0.05112
2.586	0.06681
2.587	0.07019
2.588	0.05914
2.589	0.04633
2.590	0.03921
2.591	0.03374
2.592	0.02859
2.593	0.02930
2.594	0.04107
2.595	0.04168
2.596	0.01776
2.597	-0.00087
2.598	-0.00209
2.599	0.00374
2.600	0.01221
2.601	0.01928
2.602	0.02806
2.603	0.04158
2.604	0.04783
2.605	0.03922
2.606	0.02853
2.607	0.02177
2.608	0.01264
2.609	0.00545
2.610	0.00709
2.611	0.01170
2.612	0.00967
2.613	0.00255
2.614	0.00095
2.615	0.00852
2.616	0.01648
2.617	0.02047
2.618	0.02768
2.619	0.03815
2.620	0.04179
2.621	0.03757
2.622	0.03308
2.623	0.02636
2.624	0.01085
2.625	-0.00739
2.626	-0.01288
2.627	-0.00081
2.628	0.01310
2.629	0.01300
2.630	0.00221
2.631	-0.00839
2.632	-0.01346
2.633	-0.01378
2.634	-0.01244
2.635	-0.00989
2.636	-0.00531
2.637	-0.00063
2.638	0.00116
2.639	-0.00011
2.640	-0.00158
2.641	-0.00073
2.642	0.00313
2.643	0.00883
2.644	0.01325
2.645	0.01232
2.646	0.00691
2.647	0.00576
2.648	0.01164
2.649	0.01632
2.650	0.01587
2.651	0.01697
2.652	0.02225
2.653	0.02302
2.654	0.01380
2.655	0.00429
2.656	0.00498
2.657	0.01272
2.658	0.02044
2.659	0.02575
2.660	0.02555
2.661	0.01743
2.662	0.00936
2.663	0.01112
2.664	0.02456
2.665	0.03858
2.666	0.03202
2.667	0.01155
2.668	0.00567
2.669	0.01511
2.670	0.02115
2.671	0.01621
2.672	0.00594
2.673	-0.00111
2.674	-0.00226
2.675	0.00377
2.676	0.01482
2.677	0.01903
2.678	0.01281
2.679	0.00852
2.680	0.01211
2.681	0.01918
2.682	0.02562
2.683	0.02935
2.684	0.03000
2.685	0.02907
2.686	0.02814
2.687	0.02716
2.688	0.02553
2.689	0.02476
2.690	0.02811
2.691	0.03640
2.692	0.04490
2.693	0.04596
2.694	0.03875
2.695	0.03305
2.696	0.03217
2.697	0.02911
2.698	0.02272
2.699	0.01701
2.700	0.01160
2.701	0.00638
2.702	0.00314
2.703	0.00218
2.704	0.00238
2.705	0.00428
2.706	0.00836
2.707	0.01416
2.708	0.02012
2.709	0.02251
2.710	0.01956
2.711	0.01574
2.712	0.01586
2.713	0.01870
2.714	0.02042
2.715	0.02076
2.716	0.02281
2.717	0.02744
2.718	0.03538
2.719	0.04919
2.720	0.06531
2.721	0.07316
2.722	0.07054
2.723	0.06448
2.724	0.05733
2.725	0.04469
2.726	0.02829
2.727	0.01539
2.728	0.00816
2.729	0.00571
2.730	0.00712
2.731	0.01005
2.732	0.01235
2.733	0.01042
2.734	0.00123
2.735	-0.01132
2.736	-0.01689
2.737	-0.01034
2.738	0.00469
2.739	0.02311
2.740	0.03851
2.741	0.04342
2.742	0.03840
2.743	0.02888
2.744	0.01751
2.745	0.00805
2.746	0.00553
2.747	0.00989
2.748	0.01535
2.749	0.01662
2.750	0.01458
2.751	0.01484
2.752	0.01972
2.753	0.02677
2.754	0.03168
2.755	0.02978
2.756	0.02259
2.757	0.01837
2.758	0.02123
2.759	0.02821
2.760	0.03368
2.761	0.03138
2.762	0.01951
2.763	0.00601
2.764	0.00113
2.765	0.00447
2.766	0.00737
2.767	0.00603
2.768	0.00330
2.769	0.00206
2.770	0.00388
2.771	0.00857
2.772	0.01333
2.773	0.01505
2.774	0.01348
2.775	0.01035
2.776	0.00650
2.777	0.00283
2.778	0.00156
2.779	0.00381
2.780	0.00706
2.781	0.00873
2.782	0.00973
2.783	0.01205
2.784	0.01410
2.785	0.01182
2.786	0.00493
2.787	0.00088
2.788	0.00613
2.789	0.01556
2.790	0.01999
2.791	0.01982
2.792	0.01935
2.793	0.01867
2.794	0.01672
2.795	0.01373
2.796	0.01109
2.797	0.00959
2.798	0.00741
2.799	0.00238
2.800	-0.00578
2.801	-0.01598
2.802	-0.02362
2.803	-0.02237
2.804	-0.01240
2.805	-0.00134
2.806	0.00522
2.807	0.00821
2.808	0.01020
2.809	0.01228
2.810	0.01394
2.811	0.01465
2.812	0.01402
2.813	0.01199
2.814	0.00847
2.815	0.00387
2.816	-0.00002
2.817	-0.00041
2.818	0.00352
2.819	0.00984
2.820	0.01632
2.821	0.02213
2.822	0.02667
2.823	0.02903
2.824	0.02916
2.825	0.02746
2.826	0.02319
2.827	0.01677
2.828	0.01224
2.829	0.01417
2.830	0.02284
2.831	0.03466
2.832	0.04427
2.833	0.04580
2.834	0.03667
2.835	0.02153
2.836	0.00817
2.837	-0.00010
2.838	-0.00432
2.839	-0.00474
2.840	-0.00121
2.841	0.00399
2.842	0.00739
2.843	0.00853
2.844	0.01015
2.845	0.01426
2.846	0.02029
2.847	0.02545
2.848	0.02678
2.849	0.02248
2.850	0.01421
2.851	0.00710
2.852	0.00493
2.853	0.00820
2.854	0.01481
2.855	0.02170
2.856	0.02639
2.857	0.02717
2.858	0.02340
2.859	0.01625
2.860	0.00952
2.861	0.00685
2.862	0.00736
2.863	0.00626
2.864	0.00106
2.865	-0.00604
2.866	-0.01201
2.867	-0.01661
2.868	-0.02025
2.869	-0.02167
2.870	-0.01967
2.871	-0.01416
2.872	-0.00535
2.873	0.00544
2.874	0.01379
2.875	0.01447
2.876	0.00773
2.877	0.00096
2.878	0.00151
2.879	0.01030
2.880	0.02069
2.881	0.02550
2.882	0.02289
2.883	0.01619
2.884	0.01036
2.885	0.00764
2.886	0.00699
2.887	0.00662
2.888	0.00597
2.889	0.00551
2.890	0.00560
2.891	0.00570
2.892	0.00561
2.893	0.00606
2.894	0.00755
2.895	0.00940
2.896	0.01028
2.897	0.00946
2.898	0.00762
2.899	0.00550
2.900	0.00390
2.901	0.00380
2.902	0.00617
2.903	0.01015
2.904	0.01318
2.905	0.01298
2.906	0.00991
2.907	0.00647
2.908	0.00482
2.909	0.00564
2.910	0.00783
2.911	0.00988
2.912	0.01051
2.913	0.00915
2.914	0.00654
2.915	0.00489
2.916	0.00566
2.917	0.00706
2.918	0.00557
2.919	0.00057
2.920	-0.00490
2.921	-0.00707
2.922	-0.00539
2.923	-0.00233
2.924	-0.00025
2.925	0.00055
2.926	0.00165
2.927	0.00476
2.928	0.00966
2.929	0.01338
2.930	0.01343
2.931	0.01036
2.932	0.00758
2.933	0.00822
2.934	0.01298
2.935	0.02007
2.936	0.02687
2.937	0.03076
2.938	0.02997
2.939	0.02505
2.940	0.01843
2.941	0.01254
2.942	0.00850
2.943	0.00631
2.944	0.00576
2.945	0.00580
2.946	0.00545
2.947	0.00576
2.948	0.00909
2.949	0.01514
