#Lambda	Flux
2.522	0.00962
2.523	0.01291
2.524	0.00871
2.525	0.00264
2.526	0.00089
2.527	-0.00191
2.528	-0.01492
2.529	-0.02769
2.530	-0.01427
2.531	0.02393
2.532	0.05077
2.533	0.05034
2.534	0.04095
2.535	0.03078
2.536	0.01509
2.537	0.00684
2.538	0.01851
2.539	0.03788
2.540	0.04593
2.541	0.03533
2.542	0.01265
2.543	-0.00563
2.544	-0.00652
2.545	0.00189
2.546	0.00573
2.547	0.01042
2.548	0.02452
2.549	0.03788
2.550	0.04180
2.551	0.04144
2.552	0.03479
2.553	0.01780
2.554	0.00311
2.555	0.00644
2.556	0.02621
2.557	0.04504
2.558	0.04860
2.559	0.03957
2.560	0.03554
2.561	0.04705
2.562	0.05894
2.563	0.05339
2.564	0.03442
2.565	0.01642
2.566	0.00922
2.567	0.01172
2.568	0.01507
2.569	0.01177
2.570	0.00304
2.571	-0.00127
2.572	0.00585
2.573	0.02173
2.574	0.03081
2.575	0.01727
2.576	-0.00773
2.577	-0.01226
2.578	0.00952
2.579	0.03094
2.580	0.03636
2.581	0.03014
2.582	0.02436
2.583	0.02853
2.584	0.03569
2.585	0.03372
2.586	0.02240
2.587	0.01107
2.588	0.00565
2.589	0.00412
2.590	0.00044
2.591	-0.00512
2.592	-0.00449
2.593	0.00789
2.594	0.02699
2.595	0.03506
2.596	0.02624
2.597	0.01709
2.598	0.01203
2.599	0.00584
2.600	-0.00156
2.601	-0.01126
2.602	-0.01948
2.603	-0.02114
2.604	-0.01610
2.605	-0.00681
2.606	0.00261
2.607	0.00848
2.608	0.00696
2.609	-0.00265
2.610	-0.01154
2.611	-0.01277
2.612	-0.00940
2.613	-0.00479
2.614	0.00585
2.615	0.02013
2.616	0.01285
2.617	-0.01717
2.618	-0.03024
2.619	-0.01395
2.620	0.00903
2.621	0.02226
2.622	0.02182
2.623	0.01258
2.624	-0.00011
2.625	-0.00963
2.626	-0.00798
2.627	0.00092
2.628	0.00442
2.629	-0.01524
2.630	-0.05118
2.631	-0.05991
2.632	-0.03291
2.633	-0.00450
2.634	0.01264
2.635	0.02562
2.636	0.03687
2.637	0.04326
2.638	0.04219
2.639	0.03678
2.640	0.03452
2.641	0.03961
2.642	0.04876
2.643	0.05428
2.644	0.05022
2.645	0.03727
2.646	0.02414
2.647	0.01968
2.648	0.01874
2.649	0.01172
2.650	0.00019
2.651	-0.01072
2.652	-0.01524
2.653	-0.00605
2.654	0.01199
2.655	0.01997
2.656	0.00872
2.657	-0.00798
2.658	-0.01543
2.659	-0.01550
2.660	-0.01579
2.661	-0.01478
2.662	-0.00472
2.663	0.01548
2.664	0.03510
2.665	0.03390
2.666	0.00034
2.667	-0.03410
2.668	-0.03217
2.669	-0.01163
2.670	-0.00336
2.671	-0.00380
2.672	0.00110
2.673	0.00797
2.674	0.00478
2.675	-0.01158
2.676	-0.02604
2.677	-0.01592
2.678	0.01109
2.679	0.02168
2.680	0.00701
2.681	-0.01718
2.682	-0.03211
2.683	-0.02445
2.684	-0.00128
2.685	0.01676
2.686	0.02006
2.687	0.01748
2.688	0.01650
2.689	0.01733
2.690	0.01985
2.691	0.02086
2.692	0.01794
2.693	0.01143
2.694	0.00116
2.695	-0.01000
2.696	-0.01359
2.697	-0.00480
2.698	0.00982
2.699	0.01851
2.700	0.01600
2.701	0.00727
2.702	0.00278
2.703	0.00382
2.704	0.00386
2.705	0.00318
2.706	0.00440
2.707	0.00697
2.708	0.00650
2.709	-0.00737
2.710	-0.03071
2.711	-0.04048
2.712	-0.02894
2.713	-0.01022
2.714	0.00526
2.715	0.01811
2.716	0.03032
2.717	0.03867
2.718	0.04012
2.719	0.03787
2.720	0.03900
2.721	0.04552
2.722	0.05135
2.723	0.05451
2.724	0.05532
2.725	0.04820
2.726	0.03493
2.727	0.02408
2.728	0.01711
2.729	0.01177
2.730	0.00842
2.731	0.00587
2.732	0.00266
2.733	0.00142
2.734	0.00459
2.735	0.00892
2.736	0.00857
2.737	0.00403
2.738	-0.00054
2.739	-0.00454
2.740	-0.00309
2.741	0.00951
2.742	0.02145
2.743	0.02004
2.744	0.01259
2.745	0.00912
2.746	0.00956
2.747	0.00940
2.748	0.00449
2.749	-0.00361
2.750	-0.00832
2.751	-0.00585
2.752	0.00018
2.753	0.00289
2.754	-0.00122
2.755	-0.00975
2.756	-0.01827
2.757	-0.02367
2.758	-0.02506
2.759	-0.02254
2.760	-0.01647
2.761	-0.00791
2.762	0.00230
2.763	0.01232
2.764	0.02026
2.765	0.02915
2.766	0.04178
2.767	0.04997
2.768	0.04366
2.769	0.02620
2.770	0.01095
2.771	0.00504
2.772	0.00590
2.773	0.00972
2.774	0.01422
2.775	0.01502
2.776	0.00880
2.777	0.00044
2.778	-0.00196
2.779	0.00225
2.780	0.00650
2.781	0.00581
2.782	0.00113
2.783	-0.00173
2.784	0.00326
2.785	0.01808
2.786	0.03826
2.787	0.04936
2.788	0.03889
2.789	0.01437
2.790	-0.00617
2.791	-0.01552
2.792	-0.01356
2.793	-0.00220
2.794	0.00929
2.795	0.01267
2.796	0.00957
2.797	0.00640
2.798	0.00753
2.799	0.01228
2.800	0.01952
2.801	0.03204
2.802	0.04497
2.803	0.04466
2.804	0.02799
2.805	0.00954
2.806	0.00120
2.807	0.00236
2.808	0.00815
2.809	0.01577
2.810	0.02164
2.811	0.02112
2.812	0.01386
2.813	0.00466
2.814	-0.00120
2.815	-0.00105
2.816	0.00289
2.817	0.00488
2.818	0.00183
2.819	-0.00323
2.820	-0.00544
2.821	-0.00506
2.822	-0.00608
2.823	-0.01107
2.824	-0.01899
2.825	-0.02648
2.826	-0.02878
2.827	-0.02173
2.828	-0.00743
2.829	0.00631
2.830	0.01435
2.831	0.01803
2.832	0.02094
2.833	0.02428
2.834	0.02567
2.835	0.02098
2.836	0.01011
2.837	0.00035
2.838	0.00000
2.839	0.00871
2.840	0.01715
2.841	0.01822
2.842	0.01386
2.843	0.01044
2.844	0.01174
2.845	0.01672
2.846	0.02193
2.847	0.02384
2.848	0.01986
2.849	0.01066
2.850	0.00124
2.851	-0.00226
2.852	0.00227
2.853	0.01114
2.854	0.01750
2.855	0.01646
2.856	0.01004
2.857	0.00700
2.858	0.01442
2.859	0.03080
2.860	0.04743
2.861	0.05562
2.862	0.05269
2.863	0.04258
2.864	0.03115
2.865	0.02329
2.866	0.02084
2.867	0.02167
2.868	0.02225
2.869	0.02183
2.870	0.02196
2.871	0.02134
2.872	0.01687
2.873	0.00960
2.874	0.00334
2.875	-0.00049
2.876	-0.00311
2.877	-0.00293
2.878	0.00275
2.879	0.01095
2.880	0.01454
2.881	0.01164
2.882	0.00774
2.883	0.00834
2.884	0.01353
2.885	0.01942
2.886	0.02243
2.887	0.02136
2.888	0.01780
2.889	0.01490
2.890	0.01363
2.891	0.01169
2.892	0.00707
2.893	0.00049
2.894	-0.00462
2.895	-0.00466
2.896	0.00168
2.897	0.01188
2.898	0.02147
2.899	0.02665
2.900	0.02708
2.901	0.02463
2.902	0.02096
2.903	0.01754
2.904	0.01450
2.905	0.01017
2.906	0.00204
2.907	-0.00899
2.908	-0.01721
2.909	-0.01588
2.910	-0.00408
2.911	0.01090
2.912	0.01964
2.913	0.01845
2.914	0.01077
2.915	0.00328
2.916	-0.00015
2.917	-0.00016
2.918	0.00019
2.919	-0.00095
2.920	-0.00193
2.921	0.00085
2.922	0.00841
2.923	0.01673
2.924	0.02069
2.925	0.01879
2.926	0.01387
2.927	0.00865
2.928	0.00378
2.929	0.00024
2.930	0.00002
2.931	0.00379
2.932	0.00873
2.933	0.01125
2.934	0.01078
