#Lambda	Flux(Jy)
17.060	-0.04368
17.061	-0.04293
17.062	-0.04218
17.063	-0.04143
17.064	-0.04068
17.065	-0.03994
17.066	-0.03919
17.067	-0.03842
17.068	-0.03764
17.069	-0.03685
17.070	-0.03605
17.071	-0.03523
17.072	-0.03441
17.073	-0.03358
17.074	-0.03274
17.075	-0.03190
17.076	-0.03105
17.077	-0.03021
17.078	-0.02936
17.079	-0.02851
17.080	-0.02766
17.081	-0.02681
17.082	-0.02597
17.083	-0.02513
17.084	-0.02429
17.085	-0.02347
17.086	-0.02265
17.087	-0.02184
17.088	-0.02104
17.089	-0.02025
17.090	-0.01948
17.091	-0.01872
17.092	-0.01797
17.093	-0.01724
17.094	-0.01653
17.095	-0.01583
17.096	-0.01514
17.097	-0.01444
17.098	-0.01374
17.099	-0.01305
17.100	-0.01237
17.101	-0.01169
17.102	-0.01101
17.103	-0.01034
17.104	-0.00968
17.105	-0.00902
17.106	-0.00837
17.107	-0.00773
17.108	-0.00710
17.109	-0.00648
17.110	-0.00587
17.111	-0.00527
17.112	-0.00469
17.113	-0.00411
17.114	-0.00355
17.115	-0.00301
17.116	-0.00247
17.117	-0.00196
17.118	-0.00146
17.119	-0.00097
17.120	-0.00050
17.121	-0.00005
17.122	0.00038
17.123	0.00079
17.124	0.00119
17.125	0.00156
17.126	0.00193
17.127	0.00228
17.128	0.00261
17.129	0.00293
17.130	0.00323
17.131	0.00352
17.132	0.00380
17.133	0.00407
17.134	0.00432
17.135	0.00455
17.136	0.00478
17.137	0.00499
17.138	0.00518
17.139	0.00537
17.140	0.00554
17.141	0.00570
17.142	0.00585
17.143	0.00599
17.144	0.00612
17.145	0.00623
17.146	0.00634
17.147	0.00643
17.148	0.00652
17.149	0.00659
17.150	0.00665
17.151	0.00670
17.152	0.00675
17.153	0.00678
17.154	0.00680
17.155	0.00680
17.156	0.00678
17.157	0.00674
17.158	0.00669
17.159	0.00663
17.160	0.00655
17.161	0.00646
17.162	0.00636
17.163	0.00624
17.164	0.00612
17.165	0.00598
17.166	0.00583
17.167	0.00568
17.168	0.00552
17.169	0.00535
17.170	0.00517
17.171	0.00499
17.172	0.00480
17.173	0.00461
17.174	0.00441
17.175	0.00422
17.176	0.00402
17.177	0.00382
17.178	0.00361
17.179	0.00341
17.180	0.00321
17.181	0.00301
17.182	0.00281
17.183	0.00262
17.184	0.00241
17.185	0.00219
17.186	0.00196
17.187	0.00172
17.188	0.00147
17.189	0.00122
17.190	0.00096
17.191	0.00070
17.192	0.00043
17.193	0.00016
17.194	-0.00012
17.195	-0.00040
17.196	-0.00068
17.197	-0.00096
17.198	-0.00124
17.199	-0.00152
17.200	-0.00180
17.201	-0.00208
17.202	-0.00236
17.203	-0.00263
17.204	-0.00290
17.205	-0.00316
17.206	-0.00342
17.207	-0.00367
17.208	-0.00391
17.209	-0.00415
17.210	-0.00438
17.211	-0.00460
17.212	-0.00481
17.213	-0.00501
17.214	-0.00522
17.215	-0.00543
17.216	-0.00563
17.217	-0.00584
17.218	-0.00605
17.219	-0.00625
17.220	-0.00645
17.221	-0.00665
17.222	-0.00684
17.223	-0.00703
17.224	-0.00722
17.225	-0.00741
17.226	-0.00759
17.227	-0.00776
17.228	-0.00793
17.229	-0.00809
17.230	-0.00825
17.231	-0.00840
17.232	-0.00854
17.233	-0.00867
17.234	-0.00880
17.235	-0.00892
17.236	-0.00903
17.237	-0.00913
17.238	-0.00922
17.239	-0.00930
17.240	-0.00936
17.241	-0.00942
17.242	-0.00947
17.243	-0.00951
17.244	-0.00954
17.245	-0.00957
17.246	-0.00959
17.247	-0.00961
17.248	-0.00961
17.249	-0.00961
17.250	-0.00961
17.251	-0.00959
17.252	-0.00957
17.253	-0.00954
17.254	-0.00950
17.255	-0.00946
17.256	-0.00940
17.257	-0.00934
17.258	-0.00928
17.259	-0.00920
17.260	-0.00912
17.261	-0.00902
17.262	-0.00892
17.263	-0.00881
17.264	-0.00870
17.265	-0.00857
17.266	-0.00844
17.267	-0.00829
17.268	-0.00814
17.269	-0.00798
17.270	-0.00781
17.271	-0.00763
17.272	-0.00745
17.273	-0.00725
17.274	-0.00704
17.275	-0.00682
17.276	-0.00659
17.277	-0.00635
17.278	-0.00610
17.279	-0.00585
17.280	-0.00558
17.281	-0.00531
17.282	-0.00502
17.283	-0.00473
17.284	-0.00444
17.285	-0.00413
17.286	-0.00382
17.287	-0.00350
17.288	-0.00317
17.289	-0.00284
17.290	-0.00250
17.291	-0.00216
17.292	-0.00181
17.293	-0.00145
17.294	-0.00109
17.295	-0.00073
17.296	-0.00036
17.297	0.00001
17.298	0.00039
17.299	0.00077
17.300	0.00115
17.301	0.00153
17.302	0.00193
17.303	0.00233
17.304	0.00274
17.305	0.00316
17.306	0.00359
17.307	0.00403
17.308	0.00448
17.309	0.00493
17.310	0.00539
17.311	0.00585
17.312	0.00632
17.313	0.00680
17.314	0.00728
17.315	0.00776
17.316	0.00825
17.317	0.00873
17.318	0.00923
17.319	0.00972
17.320	0.01021
17.321	0.01071
17.322	0.01120
17.323	0.01170
17.324	0.01219
17.325	0.01269
17.326	0.01318
17.327	0.01366
17.328	0.01415
17.329	0.01463
17.330	0.01511
17.331	0.01558
17.332	0.01606
17.333	0.01653
17.334	0.01702
17.335	0.01750
17.336	0.01799
17.337	0.01848
17.338	0.01898
17.339	0.01948
17.340	0.01997
17.341	0.02047
17.342	0.02097
17.343	0.02147
17.344	0.02197
17.345	0.02246
17.346	0.02296
17.347	0.02345
17.348	0.02394
17.349	0.02442
17.350	0.02491
17.351	0.02538
17.352	0.02585
17.353	0.02632
17.354	0.02678
17.355	0.02723
17.356	0.02768
17.357	0.02812
17.358	0.02855
17.359	0.02897
17.360	0.02938
17.361	0.02978
17.362	0.03018
17.363	0.03057
17.364	0.03096
17.365	0.03134
17.366	0.03172
17.367	0.03210
17.368	0.03248
17.369	0.03285
17.370	0.03321
17.371	0.03357
17.372	0.03392
17.373	0.03427
17.374	0.03462
17.375	0.03496
17.376	0.03529
17.377	0.03562
17.378	0.03593
17.379	0.03625
17.380	0.03655
17.381	0.03685
17.382	0.03714
17.383	0.03743
17.384	0.03770
17.385	0.03797
17.386	0.03823
17.387	0.03848
17.388	0.03872
17.389	0.03896
17.390	0.03918
17.391	0.03939
17.392	0.03960
17.393	0.03980
17.394	0.03999
17.395	0.04017
17.396	0.04034
17.397	0.04051
17.398	0.04066
17.399	0.04081
17.400	0.04096
17.401	0.04109
17.402	0.04122
17.403	0.04134
17.404	0.04145
17.405	0.04156
17.406	0.04166
17.407	0.04175
17.408	0.04183
17.409	0.04191
17.410	0.04198
17.411	0.04205
17.412	0.04210
17.413	0.04215
17.414	0.04220
17.415	0.04223
17.416	0.04227
17.417	0.04229
17.418	0.04231
17.419	0.04232
17.420	0.04232
17.421	0.04232
17.422	0.04232
17.423	0.04230
17.424	0.04228
17.425	0.04226
17.426	0.04222
17.427	0.04218
17.428	0.04214
17.429	0.04209
17.430	0.04203
17.431	0.04196
17.432	0.04189
17.433	0.04181
17.434	0.04173
17.435	0.04163
17.436	0.04153
17.437	0.04143
17.438	0.04131
17.439	0.04119
17.440	0.04107
17.441	0.04093
17.442	0.04079
17.443	0.04064
17.444	0.04049
17.445	0.04033
17.446	0.04016
17.447	0.03998
17.448	0.03979
17.449	0.03960
17.450	0.03940
17.451	0.03920
17.452	0.03898
17.453	0.03876
17.454	0.03854
17.455	0.03831
17.456	0.03808
17.457	0.03784
17.458	0.03760
17.459	0.03735
17.460	0.03709
17.461	0.03683
17.462	0.03657
17.463	0.03629
17.464	0.03601
17.465	0.03572
17.466	0.03542
17.467	0.03512
17.468	0.03480
17.469	0.03448
17.470	0.03414
17.471	0.03380
17.472	0.03345
17.473	0.03308
17.474	0.03271
17.475	0.03233
17.476	0.03193
17.477	0.03152
17.478	0.03110
17.479	0.03067
17.480	0.03022
17.481	0.02976
17.482	0.02929
17.483	0.02880
17.484	0.02831
17.485	0.02780
17.486	0.02729
17.487	0.02677
17.488	0.02623
17.489	0.02569
17.490	0.02514
17.491	0.02457
17.492	0.02400
17.493	0.02342
17.494	0.02282
17.495	0.02222
17.496	0.02160
17.497	0.02098
17.498	0.02034
17.499	0.01969
17.500	0.01903
17.501	0.01836
17.502	0.01768
17.503	0.01698
17.504	0.01628
17.505	0.01556
17.506	0.01483
17.507	0.01409
17.508	0.01333
17.509	0.01256
17.510	0.01178
17.511	0.01099
17.512	0.01018
17.513	0.00936
17.514	0.00853
17.515	0.00767
17.516	0.00680
17.517	0.00592
17.518	0.00501
17.519	0.00410
17.520	0.00316
17.521	0.00221
17.522	0.00125
17.523	0.00028
17.524	-0.00071
17.525	-0.00170
17.526	-0.00271
17.527	-0.00373
17.528	-0.00475
17.529	-0.00579
17.530	-0.00683
17.531	-0.00788
17.532	-0.00894
17.533	-0.01000
17.534	-0.01107
17.535	-0.01215
17.536	-0.01322
17.537	-0.01430
17.538	-0.01538
17.539	-0.01647
17.540	-0.01755
17.541	-0.01864
17.542	-0.01973
17.543	-0.02081
17.544	-0.02190
17.545	-0.02299
17.546	-0.02410
17.547	-0.02523
17.548	-0.02637
17.549	-0.02753
17.550	-0.02870
17.551	-0.02988
17.552	-0.03106
17.553	-0.03226
17.554	-0.03346
17.555	-0.03467
17.556	-0.03588
17.557	-0.03709
17.558	-0.03830
17.559	-0.03951
17.560	-0.04072
17.561	-0.04193
17.562	-0.04313
17.563	-0.04433
17.564	-0.04552
17.565	-0.04670
17.566	-0.04787
17.567	-0.04903
17.568	-0.05018
17.569	-0.05131
17.570	-0.05242
17.571	-0.05352
17.572	-0.05460
17.573	-0.05566
17.574	-0.05670
17.575	-0.05772
17.576	-0.05874
17.577	-0.05975
17.578	-0.06077
17.579	-0.06178
17.580	-0.06279
17.581	-0.06380
17.582	-0.06480
17.583	-0.06580
17.584	-0.06679
17.585	-0.06777
17.586	-0.06874
17.587	-0.06971
17.588	-0.07066
17.589	-0.07160
17.590	-0.07252
17.591	-0.07343
17.592	-0.07432
17.593	-0.07520
17.594	-0.07606
17.595	-0.07690
17.596	-0.07771
17.597	-0.07851
17.598	-0.07928
17.599	-0.08003
17.600	-0.08076
17.601	-0.08146
17.602	-0.08213
17.603	-0.08278
17.604	-0.08339
17.605	-0.08397
17.606	-0.08453
17.607	-0.08506
17.608	-0.08557
17.609	-0.08606
17.610	-0.08653
17.611	-0.08697
17.612	-0.08740
17.613	-0.08781
17.614	-0.08819
17.615	-0.08856
17.616	-0.08890
17.617	-0.08923
17.618	-0.08953
17.619	-0.08981
17.620	-0.09007
17.621	-0.09032
17.622	-0.09054
17.623	-0.09074
17.624	-0.09092
17.625	-0.09107
17.626	-0.09121
17.627	-0.09133
17.628	-0.09143
17.629	-0.09151
17.630	-0.09156
17.631	-0.09160
17.632	-0.09161
17.633	-0.09161
17.634	-0.09158
17.635	-0.09153
17.636	-0.09147
17.637	-0.09138
17.638	-0.09126
17.639	-0.09112
17.640	-0.09094
17.641	-0.09074
17.642	-0.09050
17.643	-0.09025
17.644	-0.08997
17.645	-0.08966
17.646	-0.08933
17.647	-0.08898
17.648	-0.08861
17.649	-0.08822
17.650	-0.08782
17.651	-0.08739
17.652	-0.08695
17.653	-0.08649
17.654	-0.08602
17.655	-0.08554
17.656	-0.08504
17.657	-0.08454
17.658	-0.08402
17.659	-0.08350
17.660	-0.08297
17.661	-0.08243
17.662	-0.08188
17.663	-0.08134
17.664	-0.08079
17.665	-0.08023
17.666	-0.07968
17.667	-0.07912
17.668	-0.07857
17.669	-0.07800
17.670	-0.07741
17.671	-0.07681
17.672	-0.07618
17.673	-0.07554
17.674	-0.07488
17.675	-0.07421
17.676	-0.07353
17.677	-0.07283
17.678	-0.07212
17.679	-0.07141
17.680	-0.07068
17.681	-0.06995
17.682	-0.06921
17.683	-0.06847
17.684	-0.06772
17.685	-0.06697
17.686	-0.06622
17.687	-0.06548
17.688	-0.06473
17.689	-0.06398
17.690	-0.06324
17.691	-0.06250
17.692	-0.06177
17.693	-0.06105
17.694	-0.06034
17.695	-0.05963
17.696	-0.05894
17.697	-0.05826
17.698	-0.05759
17.699	-0.05694
17.700	-0.05629
17.701	-0.05565
17.702	-0.05500
17.703	-0.05435
17.704	-0.05370
17.705	-0.05306
17.706	-0.05241
17.707	-0.05176
17.708	-0.05112
17.709	-0.05048
17.710	-0.04984
17.711	-0.04921
17.712	-0.04858
17.713	-0.04796
17.714	-0.04734
17.715	-0.04672
17.716	-0.04612
17.717	-0.04551
17.718	-0.04492
17.719	-0.04433
17.720	-0.04376
17.721	-0.04319
17.722	-0.04263
17.723	-0.04208
17.724	-0.04154
17.725	-0.04101
17.726	-0.04049
17.727	-0.03998
17.728	-0.03949
17.729	-0.03901
17.730	-0.03854
17.731	-0.03809
17.732	-0.03764
17.733	-0.03721
17.734	-0.03679
17.735	-0.03638
17.736	-0.03597
17.737	-0.03558
17.738	-0.03520
17.739	-0.03482
17.740	-0.03446
17.741	-0.03410
17.742	-0.03375
17.743	-0.03341
17.744	-0.03308
17.745	-0.03276
17.746	-0.03244
17.747	-0.03213
17.748	-0.03184
17.749	-0.03154
17.750	-0.03126
17.751	-0.03098
17.752	-0.03071
17.753	-0.03044
17.754	-0.03018
17.755	-0.02993
17.756	-0.02968
17.757	-0.02944
17.758	-0.02921
17.759	-0.02898
17.760	-0.02876
17.761	-0.02854
17.762	-0.02832
17.763	-0.02812
17.764	-0.02792
17.765	-0.02773
17.766	-0.02755
17.767	-0.02738
17.768	-0.02722
17.769	-0.02707
17.770	-0.02693
17.771	-0.02679
17.772	-0.02666
17.773	-0.02654
17.774	-0.02642
17.775	-0.02631
17.776	-0.02620
17.777	-0.02610
17.778	-0.02601
17.779	-0.02592
17.780	-0.02584
17.781	-0.02575
17.782	-0.02568
17.783	-0.02560
17.784	-0.02553
17.785	-0.02546
17.786	-0.02540
17.787	-0.02533
17.788	-0.02527
17.789	-0.02521
17.790	-0.02515
17.791	-0.02509
17.792	-0.02503
17.793	-0.02497
17.794	-0.02491
17.795	-0.02486
17.796	-0.02481
17.797	-0.02476
17.798	-0.02472
17.799	-0.02468
17.800	-0.02465
17.801	-0.02462
17.802	-0.02459
17.803	-0.02457
17.804	-0.02455
17.805	-0.02453
17.806	-0.02452
17.807	-0.02451
17.808	-0.02450
17.809	-0.02449
17.810	-0.02449
17.811	-0.02448
17.812	-0.02448
17.813	-0.02448
17.814	-0.02449
17.815	-0.02449
17.816	-0.02449
17.817	-0.02450
17.818	-0.02451
17.819	-0.02451
17.820	-0.02452
17.821	-0.02453
17.822	-0.02453
17.823	-0.02454
17.824	-0.02455
17.825	-0.02456
17.826	-0.02456
17.827	-0.02457
17.828	-0.02458
17.829	-0.02459
17.830	-0.02461
17.831	-0.02462
17.832	-0.02464
17.833	-0.02466
17.834	-0.02468
17.835	-0.02471
17.836	-0.02473
17.837	-0.02475
17.838	-0.02478
17.839	-0.02481
17.840	-0.02483
17.841	-0.02486
17.842	-0.02489
17.843	-0.02492
17.844	-0.02495
17.845	-0.02498
17.846	-0.02501
17.847	-0.02504
17.848	-0.02507
17.849	-0.02510
17.850	-0.02513
17.851	-0.02516
17.852	-0.02519
17.853	-0.02521
17.854	-0.02524
17.855	-0.02527
17.856	-0.02529
17.857	-0.02532
17.858	-0.02534
17.859	-0.02537
17.860	-0.02539
17.861	-0.02542
17.862	-0.02545
17.863	-0.02549
17.864	-0.02552
17.865	-0.02555
17.866	-0.02559
17.867	-0.02562
17.868	-0.02565
17.869	-0.02569
17.870	-0.02572
17.871	-0.02576
17.872	-0.02579
17.873	-0.02582
17.874	-0.02585
17.875	-0.02588
17.876	-0.02591
17.877	-0.02594
17.878	-0.02596
17.879	-0.02598
17.880	-0.02600
17.881	-0.02602
17.882	-0.02604
17.883	-0.02605
17.884	-0.02606
17.885	-0.02607
17.886	-0.02607
17.887	-0.02607
17.888	-0.02607
17.889	-0.02606
17.890	-0.02605
17.891	-0.02604
17.892	-0.02603
17.893	-0.02602
17.894	-0.02601
17.895	-0.02600
17.896	-0.02599
17.897	-0.02598
17.898	-0.02596
17.899	-0.02595
17.900	-0.02593
17.901	-0.02591
17.902	-0.02589
17.903	-0.02587
17.904	-0.02584
17.905	-0.02581
17.906	-0.02577
17.907	-0.02574
17.908	-0.02570
17.909	-0.02565
17.910	-0.02560
17.911	-0.02555
17.912	-0.02549
17.913	-0.02542
17.914	-0.02535
17.915	-0.02528
17.916	-0.02520
17.917	-0.02511
17.918	-0.02501
17.919	-0.02491
17.920	-0.02481
17.921	-0.02469
17.922	-0.02457
17.923	-0.02445
17.924	-0.02432
17.925	-0.02419
17.926	-0.02406
17.927	-0.02392
17.928	-0.02378
17.929	-0.02364
17.930	-0.02349
17.931	-0.02333
17.932	-0.02317
17.933	-0.02301
17.934	-0.02284
17.935	-0.02267
17.936	-0.02249
17.937	-0.02230
17.938	-0.02212
17.939	-0.02192
17.940	-0.02172
17.941	-0.02151
17.942	-0.02130
17.943	-0.02108
17.944	-0.02086
17.945	-0.02063
17.946	-0.02039
17.947	-0.02014
17.948	-0.01989
17.949	-0.01963
17.950	-0.01937
17.951	-0.01909
17.952	-0.01881
17.953	-0.01852
17.954	-0.01823
17.955	-0.01792
17.956	-0.01761
17.957	-0.01730
17.958	-0.01697
17.959	-0.01664
17.960	-0.01630
17.961	-0.01595
17.962	-0.01560
17.963	-0.01524
17.964	-0.01488
17.965	-0.01451
17.966	-0.01413
17.967	-0.01375
17.968	-0.01336
17.969	-0.01296
17.970	-0.01256
17.971	-0.01216
17.972	-0.01174
17.973	-0.01133
17.974	-0.01091
17.975	-0.01048
17.976	-0.01005
17.977	-0.00961
17.978	-0.00917
17.979	-0.00873
17.980	-0.00828
17.981	-0.00782
17.982	-0.00736
17.983	-0.00690
17.984	-0.00643
17.985	-0.00596
17.986	-0.00549
17.987	-0.00501
17.988	-0.00452
17.989	-0.00402
17.990	-0.00351
17.991	-0.00300
17.992	-0.00248
17.993	-0.00195
17.994	-0.00142
17.995	-0.00088
17.996	-0.00034
17.997	0.00021
17.998	0.00076
17.999	0.00132
18.000	0.00188
18.001	0.00245
18.002	0.00302
18.003	0.00359
18.004	0.00416
18.005	0.00474
18.006	0.00531
18.007	0.00589
18.008	0.00647
18.009	0.00705
18.010	0.00763
18.011	0.00821
18.012	0.00879
18.013	0.00937
18.014	0.00995
18.015	0.01053
18.016	0.01110
18.017	0.01167
18.018	0.01224
18.019	0.01282
18.020	0.01339
18.021	0.01397
18.022	0.01456
18.023	0.01515
18.024	0.01575
18.025	0.01634
18.026	0.01694
18.027	0.01755
18.028	0.01815
18.029	0.01876
18.030	0.01936
18.031	0.01997
18.032	0.02058
18.033	0.02119
18.034	0.02179
18.035	0.02239
18.036	0.02300
18.037	0.02360
18.038	0.02419
18.039	0.02479
18.040	0.02537
18.041	0.02596
18.042	0.02654
18.043	0.02711
18.044	0.02768
18.045	0.02825
18.046	0.02880
18.047	0.02935
18.048	0.02989
18.049	0.03043
18.050	0.03095
18.051	0.03147
18.052	0.03198
18.053	0.03250
18.054	0.03301
18.055	0.03353
18.056	0.03404
18.057	0.03455
18.058	0.03505
18.059	0.03556
18.060	0.03606
18.061	0.03656
18.062	0.03705
18.063	0.03754
18.064	0.03802
18.065	0.03850
18.066	0.03898
18.067	0.03944
18.068	0.03990
18.069	0.04036
18.070	0.04081
18.071	0.04125
18.072	0.04168
18.073	0.04210
18.074	0.04251
18.075	0.04292
18.076	0.04332
18.077	0.04370
18.078	0.04408
18.079	0.04444
18.080	0.04480
18.081	0.04514
18.082	0.04547
18.083	0.04579
18.084	0.04610
18.085	0.04640
18.086	0.04670
18.087	0.04699
18.088	0.04727
18.089	0.04754
18.090	0.04781
18.091	0.04807
18.092	0.04832
18.093	0.04856
18.094	0.04880
18.095	0.04903
18.096	0.04924
18.097	0.04945
18.098	0.04966
18.099	0.04985
18.100	0.05003
18.101	0.05020
18.102	0.05037
18.103	0.05052
18.104	0.05066
18.105	0.05080
18.106	0.05092
18.107	0.05103
18.108	0.05113
18.109	0.05122
18.110	0.05130
18.111	0.05137
18.112	0.05142
18.113	0.05147
18.114	0.05150
18.115	0.05152
18.116	0.05152
18.117	0.05152
18.118	0.05150
18.119	0.05147
18.120	0.05143
18.121	0.05138
18.122	0.05132
18.123	0.05125
18.124	0.05116
18.125	0.05107
18.126	0.05096
18.127	0.05085
18.128	0.05072
18.129	0.05058
18.130	0.05044
18.131	0.05028
18.132	0.05012
18.133	0.04994
18.134	0.04975
18.135	0.04956
18.136	0.04935
18.137	0.04914
18.138	0.04891
18.139	0.04868
18.140	0.04844
18.141	0.04818
18.142	0.04792
18.143	0.04765
18.144	0.04738
18.145	0.04709
18.146	0.04680
18.147	0.04649
18.148	0.04618
18.149	0.04586
18.150	0.04553
18.151	0.04518
18.152	0.04483
18.153	0.04446
18.154	0.04407
18.155	0.04368
18.156	0.04327
18.157	0.04286
18.158	0.04243
18.159	0.04199
18.160	0.04154
18.161	0.04109
18.162	0.04062
18.163	0.04015
18.164	0.03967
18.165	0.03918
18.166	0.03869
18.167	0.03819
18.168	0.03768
18.169	0.03717
18.170	0.03665
18.171	0.03613
18.172	0.03560
18.173	0.03507
18.174	0.03454
18.175	0.03400
18.176	0.03346
18.177	0.03292
18.178	0.03238
18.179	0.03184
18.180	0.03129
18.181	0.03075
18.182	0.03020
18.183	0.02965
18.184	0.02909
18.185	0.02852
18.186	0.02794
18.187	0.02735
18.188	0.02675
18.189	0.02615
18.190	0.02554
18.191	0.02492
18.192	0.02430
18.193	0.02367
18.194	0.02304
18.195	0.02241
18.196	0.02177
18.197	0.02113
18.198	0.02049
18.199	0.01984
18.200	0.01920
18.201	0.01856
18.202	0.01791
18.203	0.01727
18.204	0.01663
18.205	0.01600
18.206	0.01536
18.207	0.01473
18.208	0.01411
18.209	0.01349
18.210	0.01287
18.211	0.01227
18.212	0.01166
18.213	0.01107
18.214	0.01048
18.215	0.00991
18.216	0.00933
18.217	0.00875
18.218	0.00817
18.219	0.00759
18.220	0.00701
18.221	0.00643
18.222	0.00584
18.223	0.00526
18.224	0.00468
18.225	0.00410
18.226	0.00352
18.227	0.00295
18.228	0.00237
18.229	0.00181
18.230	0.00124
18.231	0.00068
18.232	0.00012
18.233	-0.00043
18.234	-0.00097
18.235	-0.00151
18.236	-0.00204
18.237	-0.00256
18.238	-0.00308
18.239	-0.00359
18.240	-0.00409
18.241	-0.00458
18.242	-0.00506
18.243	-0.00553
18.244	-0.00598
18.245	-0.00643
18.246	-0.00687
18.247	-0.00729
18.248	-0.00770
18.249	-0.00810
18.250	-0.00849
18.251	-0.00888
18.252	-0.00926
18.253	-0.00963
18.254	-0.00999
18.255	-0.01035
18.256	-0.01070
18.257	-0.01104
18.258	-0.01137
18.259	-0.01170
18.260	-0.01202
18.261	-0.01233
18.262	-0.01263
18.263	-0.01293
18.264	-0.01321
18.265	-0.01349
18.266	-0.01376
18.267	-0.01402
18.268	-0.01428
18.269	-0.01452
18.270	-0.01476
18.271	-0.01498
18.272	-0.01520
18.273	-0.01541
18.274	-0.01561
18.275	-0.01580
18.276	-0.01599
18.277	-0.01616
18.278	-0.01633
18.279	-0.01648
18.280	-0.01663
18.281	-0.01676
18.282	-0.01689
18.283	-0.01701
18.284	-0.01711
18.285	-0.01720
18.286	-0.01728
18.287	-0.01736
18.288	-0.01742
18.289	-0.01747
18.290	-0.01751
18.291	-0.01754
18.292	-0.01757
18.293	-0.01758
18.294	-0.01759
18.295	-0.01758
18.296	-0.01757
18.297	-0.01755
18.298	-0.01753
18.299	-0.01750
18.300	-0.01746
18.301	-0.01741
18.302	-0.01736
18.303	-0.01730
18.304	-0.01724
18.305	-0.01717
18.306	-0.01709
18.307	-0.01701
18.308	-0.01693
18.309	-0.01684
18.310	-0.01675
18.311	-0.01665
18.312	-0.01655
18.313	-0.01645
18.314	-0.01635
18.315	-0.01624
18.316	-0.01612
18.317	-0.01600
18.318	-0.01587
18.319	-0.01573
18.320	-0.01558
18.321	-0.01542
18.322	-0.01526
18.323	-0.01509
18.324	-0.01491
18.325	-0.01473
18.326	-0.01454
18.327	-0.01434
18.328	-0.01414
18.329	-0.01394
18.330	-0.01373
18.331	-0.01351
18.332	-0.01330
18.333	-0.01308
18.334	-0.01285
18.335	-0.01263
18.336	-0.01240
18.337	-0.01217
18.338	-0.01194
18.339	-0.01171
18.340	-0.01148
18.341	-0.01124
18.342	-0.01101
18.343	-0.01078
18.344	-0.01055
18.345	-0.01032
18.346	-0.01010
18.347	-0.00987
18.348	-0.00965
18.349	-0.00943
18.350	-0.00921
18.351	-0.00899
18.352	-0.00876
18.353	-0.00853
18.354	-0.00830
18.355	-0.00807
18.356	-0.00783
18.357	-0.00760
18.358	-0.00736
18.359	-0.00712
18.360	-0.00688
18.361	-0.00664
18.362	-0.00640
18.363	-0.00615
18.364	-0.00591
18.365	-0.00566
18.366	-0.00542
18.367	-0.00518
18.368	-0.00493
18.369	-0.00469
18.370	-0.00444
18.371	-0.00420
18.372	-0.00395
18.373	-0.00371
18.374	-0.00347
18.375	-0.00323
18.376	-0.00299
18.377	-0.00275
18.378	-0.00251
18.379	-0.00228
18.380	-0.00204
18.381	-0.00181
18.382	-0.00158
18.383	-0.00135
18.384	-0.00113
18.385	-0.00090
18.386	-0.00068
18.387	-0.00045
18.388	-0.00023
18.389	0.00000
18.390	0.00022
18.391	0.00044
18.392	0.00066
18.393	0.00088
18.394	0.00110
18.395	0.00132
18.396	0.00154
18.397	0.00176
18.398	0.00198
18.399	0.00220
18.400	0.00242
18.401	0.00263
18.402	0.00285
18.403	0.00307
18.404	0.00328
18.405	0.00350
18.406	0.00371
18.407	0.00393
18.408	0.00414
18.409	0.00435
18.410	0.00457
18.411	0.00478
18.412	0.00499
18.413	0.00521
18.414	0.00542
18.415	0.00563
18.416	0.00585
18.417	0.00606
18.418	0.00627
18.419	0.00649
18.420	0.00670
18.421	0.00692
18.422	0.00713
18.423	0.00735
18.424	0.00756
18.425	0.00778
18.426	0.00799
18.427	0.00821
18.428	0.00843
18.429	0.00864
18.430	0.00885
18.431	0.00907
18.432	0.00928
18.433	0.00949
18.434	0.00971
18.435	0.00992
18.436	0.01012
18.437	0.01033
18.438	0.01054
18.439	0.01074
18.440	0.01095
18.441	0.01115
18.442	0.01135
18.443	0.01155
18.444	0.01174
18.445	0.01193
18.446	0.01213
18.447	0.01231
18.448	0.01250
18.449	0.01268
18.450	0.01287
18.451	0.01304
18.452	0.01323
18.453	0.01341
18.454	0.01359
18.455	0.01378
18.456	0.01396
18.457	0.01415
18.458	0.01433
18.459	0.01451
18.460	0.01470
18.461	0.01488
18.462	0.01506
18.463	0.01524
18.464	0.01542
18.465	0.01559
18.466	0.01576
18.467	0.01593
18.468	0.01610
18.469	0.01626
18.470	0.01642
18.471	0.01657
18.472	0.01672
18.473	0.01687
18.474	0.01700
18.475	0.01714
18.476	0.01727
18.477	0.01739
18.478	0.01751
18.479	0.01762
18.480	0.01772
18.481	0.01781
18.482	0.01790
18.483	0.01798
18.484	0.01805
18.485	0.01812
18.486	0.01818
18.487	0.01824
18.488	0.01829
18.489	0.01834
18.490	0.01839
18.491	0.01843
18.492	0.01847
18.493	0.01851
18.494	0.01854
18.495	0.01856
18.496	0.01858
18.497	0.01860
18.498	0.01861
18.499	0.01861
18.500	0.01861
18.501	0.01860
18.502	0.01859
18.503	0.01857
18.504	0.01854
18.505	0.01851
18.506	0.01847
18.507	0.01843
18.508	0.01838
18.509	0.01832
18.510	0.01825
18.511	0.01818
18.512	0.01809
18.513	0.01800
18.514	0.01791
18.515	0.01780
18.516	0.01768
18.517	0.01756
18.518	0.01743
18.519	0.01729
18.520	0.01714
18.521	0.01697
18.522	0.01680
18.523	0.01662
18.524	0.01643
