#Lambda	Flux(Jy)
30.554	0.71764
30.555	0.71725
30.556	0.71686
30.557	0.71647
30.558	0.71606
30.559	0.71564
30.560	0.71521
30.561	0.71478
30.562	0.71433
30.563	0.71388
30.564	0.71341
30.565	0.71294
30.566	0.71245
30.567	0.71196
30.568	0.71146
30.569	0.71095
30.570	0.71042
30.571	0.70989
30.572	0.70935
30.573	0.70880
30.574	0.70824
30.575	0.70767
30.576	0.70708
30.577	0.70649
30.578	0.70589
30.579	0.70528
30.580	0.70466
30.581	0.70403
30.582	0.70339
30.583	0.70273
30.584	0.70207
30.585	0.70139
30.586	0.70071
30.587	0.70001
30.588	0.69930
30.589	0.69858
30.590	0.69785
30.591	0.69711
30.592	0.69636
30.593	0.69560
30.594	0.69482
30.595	0.69404
30.596	0.69325
30.597	0.69245
30.598	0.69163
30.599	0.69081
30.600	0.68998
30.601	0.68914
30.602	0.68829
30.603	0.68742
30.604	0.68655
30.605	0.68567
30.606	0.68478
30.607	0.68388
30.608	0.68297
30.609	0.68206
30.610	0.68113
30.611	0.68019
30.612	0.67925
30.613	0.67829
30.614	0.67733
30.615	0.67636
30.616	0.67538
30.617	0.67439
30.618	0.67339
30.619	0.67239
30.620	0.67137
30.621	0.67035
30.622	0.66932
30.623	0.66828
30.624	0.66724
30.625	0.66618
30.626	0.66512
30.627	0.66405
30.628	0.66297
30.629	0.66189
30.630	0.66080
30.631	0.65970
30.632	0.65859
30.633	0.65748
30.634	0.65635
30.635	0.65522
30.636	0.65409
30.637	0.65295
30.638	0.65180
30.639	0.65064
30.640	0.64948
30.641	0.64830
30.642	0.64713
30.643	0.64595
30.644	0.64476
30.645	0.64356
30.646	0.64236
30.647	0.64115
30.648	0.63993
30.649	0.63871
30.650	0.63749
30.651	0.63625
30.652	0.63502
30.653	0.63377
30.654	0.63252
30.655	0.63127
30.656	0.63001
30.657	0.62874
30.658	0.62747
30.659	0.62619
30.660	0.62491
30.661	0.62362
30.662	0.62233
30.663	0.62103
30.664	0.61973
30.665	0.61843
30.666	0.61711
30.667	0.61580
30.668	0.61448
30.669	0.61315
30.670	0.61182
30.671	0.61049
30.672	0.60915
30.673	0.60781
30.674	0.60646
30.675	0.60511
30.676	0.60375
30.677	0.60238
30.678	0.60099
30.679	0.59959
30.680	0.59818
30.681	0.59676
30.682	0.59532
30.683	0.59388
30.684	0.59242
30.685	0.59095
30.686	0.58947
30.687	0.58798
30.688	0.58647
30.689	0.58496
30.690	0.58344
30.691	0.58190
30.692	0.58036
30.693	0.57881
30.694	0.57725
30.695	0.57568
30.696	0.57410
30.697	0.57251
30.698	0.57091
30.699	0.56931
30.700	0.56770
30.701	0.56608
30.702	0.56445
30.703	0.56282
30.704	0.56117
30.705	0.55953
30.706	0.55787
30.707	0.55621
30.708	0.55454
30.709	0.55287
30.710	0.55119
30.711	0.54950
30.712	0.54781
30.713	0.54612
30.714	0.54442
30.715	0.54272
30.716	0.54101
30.717	0.53929
30.718	0.53758
30.719	0.53586
30.720	0.53413
30.721	0.53241
30.722	0.53068
30.723	0.52894
30.724	0.52721
30.725	0.52547
30.726	0.52373
30.727	0.52199
30.728	0.52024
30.729	0.51850
30.730	0.51675
30.731	0.51501
30.732	0.51326
30.733	0.51151
30.734	0.50976
30.735	0.50801
30.736	0.50626
30.737	0.50451
30.738	0.50276
30.739	0.50101
30.740	0.49927
30.741	0.49752
30.742	0.49578
30.743	0.49404
30.744	0.49229
30.745	0.49056
30.746	0.48882
30.747	0.48709
30.748	0.48535
30.749	0.48363
30.750	0.48190
30.751	0.48018
30.752	0.47846
30.753	0.47675
30.754	0.47503
30.755	0.47333
30.756	0.47163
30.757	0.46993
30.758	0.46824
30.759	0.46655
30.760	0.46487
30.761	0.46319
30.762	0.46152
30.763	0.45986
30.764	0.45820
30.765	0.45655
30.766	0.45490
30.767	0.45326
30.768	0.45163
30.769	0.45001
30.770	0.44839
30.771	0.44676
30.772	0.44512
30.773	0.44347
30.774	0.44182
30.775	0.44016
30.776	0.43849
30.777	0.43682
30.778	0.43514
30.779	0.43345
30.780	0.43176
30.781	0.43006
30.782	0.42836
30.783	0.42665
30.784	0.42494
30.785	0.42323
30.786	0.42151
30.787	0.41978
30.788	0.41805
30.789	0.41632
30.790	0.41459
30.791	0.41285
30.792	0.41112
30.793	0.40938
30.794	0.40763
30.795	0.40589
30.796	0.40415
30.797	0.40240
30.798	0.40066
30.799	0.39891
30.800	0.39717
30.801	0.39542
30.802	0.39368
30.803	0.39193
30.804	0.39019
30.805	0.38845
30.806	0.38671
30.807	0.38498
30.808	0.38324
30.809	0.38151
30.810	0.37978
30.811	0.37806
30.812	0.37634
30.813	0.37462
30.814	0.37291
30.815	0.37120
30.816	0.36950
30.817	0.36780
30.818	0.36611
30.819	0.36442
30.820	0.36274
30.821	0.36106
30.822	0.35939
30.823	0.35773
30.824	0.35608
30.825	0.35443
30.826	0.35279
30.827	0.35116
30.828	0.34953
30.829	0.34792
30.830	0.34631
30.831	0.34472
30.832	0.34313
30.833	0.34155
30.834	0.33998
30.835	0.33843
30.836	0.33688
30.837	0.33535
30.838	0.33382
30.839	0.33231
30.840	0.33081
30.841	0.32932
30.842	0.32784
30.843	0.32638
30.844	0.32493
30.845	0.32349
30.846	0.32206
30.847	0.32065
30.848	0.31926
30.849	0.31787
30.850	0.31651
30.851	0.31515
30.852	0.31381
30.853	0.31249
30.854	0.31119
30.855	0.30990
30.856	0.30862
30.857	0.30737
30.858	0.30612
30.859	0.30490
30.860	0.30370
30.861	0.30251
30.862	0.30134
30.863	0.30019
30.864	0.29906
30.865	0.29794
30.866	0.29682
30.867	0.29571
30.868	0.29460
30.869	0.29349
30.870	0.29239
30.871	0.29129
30.872	0.29020
30.873	0.28911
30.874	0.28802
30.875	0.28694
30.876	0.28586
30.877	0.28479
30.878	0.28373
30.879	0.28267
30.880	0.28161
30.881	0.28057
30.882	0.27953
30.883	0.27849
30.884	0.27746
30.885	0.27644
30.886	0.27543
30.887	0.27442
30.888	0.27343
30.889	0.27244
30.890	0.27145
30.891	0.27048
30.892	0.26952
30.893	0.26856
30.894	0.26761
30.895	0.26667
30.896	0.26575
30.897	0.26483
30.898	0.26392
30.899	0.26302
30.900	0.26213
30.901	0.26126
30.902	0.26039
30.903	0.25954
30.904	0.25869
30.905	0.25786
30.906	0.25704
30.907	0.25623
30.908	0.25543
30.909	0.25465
30.910	0.25388
30.911	0.25312
30.912	0.25238
30.913	0.25164
30.914	0.25093
30.915	0.25022
30.916	0.24953
30.917	0.24886
30.918	0.24819
30.919	0.24755
30.920	0.24692
30.921	0.24630
30.922	0.24570
30.923	0.24511
30.924	0.24454
30.925	0.24399
30.926	0.24345
30.927	0.24293
30.928	0.24242
30.929	0.24193
30.930	0.24146
30.931	0.24101
30.932	0.24057
30.933	0.24016
30.934	0.23976
30.935	0.23937
30.936	0.23901
30.937	0.23867
30.938	0.23834
30.939	0.23803
30.940	0.23775
30.941	0.23748
30.942	0.23723
30.943	0.23700
30.944	0.23680
30.945	0.23661
30.946	0.23644
30.947	0.23630
30.948	0.23617
30.949	0.23607
30.950	0.23599
30.951	0.23593
30.952	0.23589
30.953	0.23588
30.954	0.23588
30.955	0.23591
30.956	0.23596
30.957	0.23604
30.958	0.23614
30.959	0.23626
30.960	0.23641
30.961	0.23657
30.962	0.23675
30.963	0.23695
30.964	0.23716
30.965	0.23739
30.966	0.23763
30.967	0.23790
30.968	0.23817
30.969	0.23847
30.970	0.23878
30.971	0.23910
30.972	0.23945
30.973	0.23980
30.974	0.24018
30.975	0.24057
30.976	0.24098
30.977	0.24140
30.978	0.24185
30.979	0.24230
30.980	0.24278
30.981	0.24327
30.982	0.24377
30.983	0.24430
30.984	0.24484
30.985	0.24539
30.986	0.24597
30.987	0.24656
30.988	0.24716
30.989	0.24778
30.990	0.24842
30.991	0.24908
30.992	0.24975
30.993	0.25044
30.994	0.25115
30.995	0.25187
30.996	0.25261
30.997	0.25337
30.998	0.25414
30.999	0.25493
31.000	0.25573
31.001	0.25656
31.002	0.25740
31.003	0.25825
31.004	0.25913
31.005	0.26002
31.006	0.26093
31.007	0.26185
31.008	0.26279
31.009	0.26375
31.010	0.26472
31.011	0.26572
31.012	0.26672
31.013	0.26775
31.014	0.26879
31.015	0.26985
31.016	0.27093
31.017	0.27202
31.018	0.27314
31.019	0.27426
31.020	0.27541
31.021	0.27657
31.022	0.27775
31.023	0.27895
31.024	0.28016
31.025	0.28139
31.026	0.28264
31.027	0.28391
31.028	0.28519
31.029	0.28649
31.030	0.28781
31.031	0.28914
31.032	0.29049
31.033	0.29186
31.034	0.29325
31.035	0.29465
31.036	0.29607
31.037	0.29751
31.038	0.29897
31.039	0.30044
31.040	0.30193
31.041	0.30344
31.042	0.30497
31.043	0.30651
31.044	0.30807
31.045	0.30965
31.046	0.31124
31.047	0.31286
31.048	0.31449
31.049	0.31614
31.050	0.31780
31.051	0.31949
31.052	0.32119
31.053	0.32291
31.054	0.32464
31.055	0.32640
31.056	0.32817
31.057	0.32996
31.058	0.33178
31.059	0.33363
31.060	0.33550
31.061	0.33739
31.062	0.33931
31.063	0.34125
31.064	0.34322
31.065	0.34521
31.066	0.34722
31.067	0.34925
31.068	0.35131
31.069	0.35339
31.070	0.35549
31.071	0.35762
31.072	0.35976
31.073	0.36193
31.074	0.36412
31.075	0.36633
31.076	0.36855
31.077	0.37080
31.078	0.37307
31.079	0.37536
31.080	0.37767
31.081	0.38000
31.082	0.38234
31.083	0.38471
31.084	0.38709
31.085	0.38949
31.086	0.39191
31.087	0.39435
31.088	0.39680
31.089	0.39927
31.090	0.40176
31.091	0.40426
31.092	0.40678
31.093	0.40932
31.094	0.41187
31.095	0.41444
31.096	0.41702
31.097	0.41961
31.098	0.42223
31.099	0.42485
31.100	0.42749
31.101	0.43014
31.102	0.43281
31.103	0.43549
31.104	0.43819
31.105	0.44089
31.106	0.44361
31.107	0.44634
31.108	0.44908
31.109	0.45184
31.110	0.45460
31.111	0.45738
31.112	0.46017
31.113	0.46297
31.114	0.46578
31.115	0.46859
31.116	0.47142
31.117	0.47426
31.118	0.47711
31.119	0.47996
31.120	0.48283
31.121	0.48570
31.122	0.48859
31.123	0.49148
31.124	0.49437
31.125	0.49728
31.126	0.50019
31.127	0.50311
31.128	0.50604
31.129	0.50897
31.130	0.51191
31.131	0.51485
31.132	0.51780
31.133	0.52076
31.134	0.52372
31.135	0.52668
31.136	0.52965
31.137	0.53263
31.138	0.53560
31.139	0.53859
31.140	0.54157
31.141	0.54456
31.142	0.54755
31.143	0.55055
31.144	0.55354
31.145	0.55654
31.146	0.55954
31.147	0.56255
31.148	0.56555
31.149	0.56856
31.150	0.57156
31.151	0.57457
31.152	0.57758
31.153	0.58058
31.154	0.58361
31.155	0.58666
31.156	0.58973
31.157	0.59283
31.158	0.59594
31.159	0.59907
31.160	0.60223
31.161	0.60541
31.162	0.60860
31.163	0.61181
31.164	0.61505
31.165	0.61830
31.166	0.62156
31.167	0.62485
31.168	0.62815
31.169	0.63146
31.170	0.63480
31.171	0.63814
31.172	0.64151
31.173	0.64488
31.174	0.64827
31.175	0.65168
31.176	0.65510
31.177	0.65852
31.178	0.66197
31.179	0.66542
31.180	0.66888
31.181	0.67236
31.182	0.67584
31.183	0.67934
31.184	0.68284
31.185	0.68635
31.186	0.68987
31.187	0.69340
31.188	0.69694
31.189	0.70048
31.190	0.70403
31.191	0.70758
31.192	0.71115
31.193	0.71471
31.194	0.71828
31.195	0.72186
31.196	0.72544
31.197	0.72902
31.198	0.73260
31.199	0.73619
31.200	0.73978
31.201	0.74337
31.202	0.74696
31.203	0.75055
31.204	0.75415
31.205	0.75774
31.206	0.76133
31.207	0.76492
31.208	0.76851
31.209	0.77209
31.210	0.77568
31.211	0.77926
31.212	0.78284
31.213	0.78641
31.214	0.78998
31.215	0.79354
31.216	0.79710
31.217	0.80065
31.218	0.80420
31.219	0.80774
31.220	0.81127
31.221	0.81480
31.222	0.81831
31.223	0.82182
31.224	0.82532
31.225	0.82881
31.226	0.83229
31.227	0.83576
31.228	0.83922
31.229	0.84267
31.230	0.84611
31.231	0.84953
31.232	0.85294
31.233	0.85634
31.234	0.85973
31.235	0.86310
31.236	0.86646
31.237	0.86980
31.238	0.87313
31.239	0.87644
31.240	0.87974
31.241	0.88302
31.242	0.88628
31.243	0.88952
31.244	0.89275
31.245	0.89596
31.246	0.89915
31.247	0.90232
31.248	0.90547
31.249	0.90860
31.250	0.91171
31.251	0.91482
31.252	0.91793
31.253	0.92105
31.254	0.92418
31.255	0.92731
31.256	0.93045
31.257	0.93360
31.258	0.93675
31.259	0.93990
31.260	0.94307
31.261	0.94623
31.262	0.94940
31.263	0.95257
31.264	0.95574
31.265	0.95892
31.266	0.96210
31.267	0.96528
31.268	0.96846
31.269	0.97164
31.270	0.97482
31.271	0.97800
31.272	0.98118
31.273	0.98435
31.274	0.98753
31.275	0.99070
31.276	0.99387
31.277	0.99704
31.278	1.00020
31.279	1.00336
31.280	1.00651
31.281	1.00966
31.282	1.01281
31.283	1.01594
31.284	1.01907
31.285	1.02220
31.286	1.02531
31.287	1.02842
31.288	1.03152
31.289	1.03461
31.290	1.03769
31.291	1.04076
31.292	1.04382
31.293	1.04688
31.294	1.04991
31.295	1.05294
31.296	1.05596
31.297	1.05896
31.298	1.06195
31.299	1.06493
31.300	1.06789
31.301	1.07084
31.302	1.07378
31.303	1.07670
31.304	1.07960
31.305	1.08249
31.306	1.08536
31.307	1.08821
31.308	1.09105
31.309	1.09387
31.310	1.09667
31.311	1.09945
31.312	1.10221
31.313	1.10496
31.314	1.10768
31.315	1.11038
31.316	1.11306
31.317	1.11572
31.318	1.11836
31.319	1.12097
31.320	1.12357
31.321	1.12613
31.322	1.12868
31.323	1.13120
31.324	1.13370
31.325	1.13617
31.326	1.13861
31.327	1.14103
31.328	1.14342
31.329	1.14579
31.330	1.14813
31.331	1.15044
31.332	1.15272
31.333	1.15497
31.334	1.15720
31.335	1.15939
31.336	1.16156
31.337	1.16369
31.338	1.16580
31.339	1.16787
31.340	1.16991
31.341	1.17192
31.342	1.17389
31.343	1.17583
31.344	1.17774
31.345	1.17962
31.346	1.18146
31.347	1.18326
31.348	1.18503
31.349	1.18678
31.350	1.18851
31.351	1.19023
31.352	1.19193
31.353	1.19362
31.354	1.19529
31.355	1.19695
31.356	1.19860
31.357	1.20023
31.358	1.20184
31.359	1.20344
31.360	1.20502
31.361	1.20659
31.362	1.20814
31.363	1.20967
31.364	1.21119
31.365	1.21269
31.366	1.21417
31.367	1.21564
31.368	1.21708
31.369	1.21851
31.370	1.21992
31.371	1.22131
31.372	1.22269
31.373	1.22404
31.374	1.22538
31.375	1.22669
31.376	1.22799
31.377	1.22927
31.378	1.23052
31.379	1.23176
31.380	1.23298
31.381	1.23417
31.382	1.23534
31.383	1.23650
31.384	1.23763
31.385	1.23874
31.386	1.23983
31.387	1.24089
31.388	1.24193
31.389	1.24296
31.390	1.24395
31.391	1.24493
31.392	1.24588
31.393	1.24681
31.394	1.24771
31.395	1.24859
31.396	1.24945
31.397	1.25028
31.398	1.25109
31.399	1.25187
31.400	1.25263
31.401	1.25337
31.402	1.25407
31.403	1.25475
31.404	1.25541
31.405	1.25604
31.406	1.25664
31.407	1.25722
31.408	1.25777
31.409	1.25829
31.410	1.25879
31.411	1.25925
31.412	1.25969
31.413	1.26011
31.414	1.26049
31.415	1.26085
31.416	1.26117
31.417	1.26147
31.418	1.26174
31.419	1.26198
31.420	1.26219
31.421	1.26237
31.422	1.26252
31.423	1.26264
31.424	1.26273
31.425	1.26279
31.426	1.26282
31.427	1.26281
31.428	1.26278
31.429	1.26272
31.430	1.26262
31.431	1.26249
31.432	1.26233
31.433	1.26213
31.434	1.26191
31.435	1.26165
31.436	1.26135
31.437	1.26103
31.438	1.26067
31.439	1.26028
31.440	1.25985
31.441	1.25939
31.442	1.25889
31.443	1.25836
31.444	1.25780
31.445	1.25720
31.446	1.25656
31.447	1.25589
31.448	1.25519
31.449	1.25445
31.450	1.25368
31.451	1.25287
31.452	1.25204
31.453	1.25117
31.454	1.25026
31.455	1.24933
31.456	1.24836
31.457	1.24736
31.458	1.24633
31.459	1.24527
31.460	1.24418
31.461	1.24305
31.462	1.24190
31.463	1.24071
31.464	1.23949
31.465	1.23824
31.466	1.23696
31.467	1.23565
31.468	1.23431
31.469	1.23295
31.470	1.23155
31.471	1.23012
31.472	1.22866
31.473	1.22717
31.474	1.22566
31.475	1.22411
31.476	1.22254
31.477	1.22093
31.478	1.21930
31.479	1.21764
31.480	1.21596
31.481	1.21424
31.482	1.21250
31.483	1.21073
31.484	1.20893
31.485	1.20711
31.486	1.20526
31.487	1.20338
31.488	1.20147
31.489	1.19954
31.490	1.19758
31.491	1.19560
31.492	1.19359
31.493	1.19155
31.494	1.18949
31.495	1.18740
31.496	1.18529
31.497	1.18315
31.498	1.18099
31.499	1.17880
31.500	1.17659
31.501	1.17435
31.502	1.17209
31.503	1.16981
31.504	1.16750
31.505	1.16517
31.506	1.16281
31.507	1.16043
31.508	1.15803
31.509	1.15560
31.510	1.15315
31.511	1.15068
31.512	1.14819
31.513	1.14567
31.514	1.14313
31.515	1.14057
31.516	1.13799
31.517	1.13539
31.518	1.13276
31.519	1.13011
31.520	1.12744
31.521	1.12475
31.522	1.12204
31.523	1.11931
31.524	1.11656
31.525	1.11379
31.526	1.11099
31.527	1.10818
31.528	1.10535
31.529	1.10250
31.530	1.09962
31.531	1.09673
31.532	1.09382
31.533	1.09089
31.534	1.08795
31.535	1.08498
31.536	1.08199
31.537	1.07899
31.538	1.07597
31.539	1.07293
31.540	1.06987
31.541	1.06679
31.542	1.06370
31.543	1.06059
31.544	1.05746
31.545	1.05432
31.546	1.05115
31.547	1.04796
31.548	1.04472
31.549	1.04145
31.550	1.03814
31.551	1.03479
31.552	1.03141
31.553	1.02799
31.554	1.02453
31.555	1.02104
31.556	1.01751
31.557	1.01395
31.558	1.01036
31.559	1.00673
31.560	1.00307
31.561	0.99938
31.562	0.99565
31.563	0.99190
31.564	0.98811
31.565	0.98430
31.566	0.98046
31.567	0.97658
31.568	0.97268
31.569	0.96875
31.570	0.96480
31.571	0.96081
31.572	0.95680
31.573	0.95277
31.574	0.94871
31.575	0.94462
31.576	0.94052
31.577	0.93638
31.578	0.93223
31.579	0.92805
31.580	0.92385
31.581	0.91963
31.582	0.91539
31.583	0.91112
31.584	0.90684
31.585	0.90254
31.586	0.89822
31.587	0.89388
31.588	0.88952
31.589	0.88515
31.590	0.88076
31.591	0.87635
31.592	0.87193
31.593	0.86749
31.594	0.86304
31.595	0.85857
31.596	0.85409
31.597	0.84960
31.598	0.84509
31.599	0.84057
31.600	0.83604
31.601	0.83150
31.602	0.82695
31.603	0.82239
31.604	0.81782
31.605	0.81324
31.606	0.80865
31.607	0.80406
31.608	0.79945
31.609	0.79484
31.610	0.79023
31.611	0.78560
31.612	0.78098
31.613	0.77635
31.614	0.77171
31.615	0.76707
31.616	0.76243
31.617	0.75778
31.618	0.75313
31.619	0.74848
31.620	0.74383
31.621	0.73918
31.622	0.73453
31.623	0.72988
31.624	0.72523
31.625	0.72058
31.626	0.71593
31.627	0.71129
31.628	0.70665
31.629	0.70201
31.630	0.69737
31.631	0.69274
31.632	0.68812
31.633	0.68350
31.634	0.67889
31.635	0.67428
31.636	0.66968
31.637	0.66509
31.638	0.66051
31.639	0.65594
31.640	0.65137
31.641	0.64681
31.642	0.64227
31.643	0.63773
31.644	0.63321
31.645	0.62870
31.646	0.62420
31.647	0.61968
31.648	0.61513
31.649	0.61057
31.650	0.60598
31.651	0.60137
31.652	0.59674
31.653	0.59209
31.654	0.58742
31.655	0.58273
31.656	0.57803
31.657	0.57330
31.658	0.56856
31.659	0.56380
31.660	0.55903
31.661	0.55424
31.662	0.54944
31.663	0.54462
31.664	0.53978
31.665	0.53494
31.666	0.53008
31.667	0.52521
31.668	0.52033
31.669	0.51543
31.670	0.51053
31.671	0.50562
31.672	0.50070
31.673	0.49577
31.674	0.49083
31.675	0.48588
31.676	0.48093
31.677	0.47597
31.678	0.47100
31.679	0.46603
31.680	0.46106
31.681	0.45608
31.682	0.45110
31.683	0.44611
31.684	0.44113
31.685	0.43614
31.686	0.43115
31.687	0.42616
31.688	0.42117
31.689	0.41618
31.690	0.41119
31.691	0.40620
31.692	0.40122
31.693	0.39623
31.694	0.39126
31.695	0.38628
31.696	0.38131
31.697	0.37635
31.698	0.37139
31.699	0.36643
31.700	0.36149
31.701	0.35655
31.702	0.35162
31.703	0.34669
31.704	0.34178
31.705	0.33688
31.706	0.33198
31.707	0.32710
31.708	0.32223
31.709	0.31737
31.710	0.31252
31.711	0.30769
31.712	0.30287
31.713	0.29806
31.714	0.29327
31.715	0.28849
31.716	0.28373
31.717	0.27899
31.718	0.27426
31.719	0.26955
31.720	0.26486
31.721	0.26019
31.722	0.25554
31.723	0.25090
31.724	0.24629
31.725	0.24170
31.726	0.23713
31.727	0.23258
31.728	0.22805
31.729	0.22355
31.730	0.21907
31.731	0.21462
31.732	0.21019
31.733	0.20578
31.734	0.20140
31.735	0.19705
31.736	0.19273
31.737	0.18843
31.738	0.18416
31.739	0.17992
31.740	0.17571
31.741	0.17153
31.742	0.16738
31.743	0.16326
31.744	0.15917
31.745	0.15512
31.746	0.15109
31.747	0.14709
31.748	0.14309
31.749	0.13910
31.750	0.13511
31.751	0.13113
31.752	0.12715
31.753	0.12318
31.754	0.11922
31.755	0.11526
31.756	0.11131
31.757	0.10737
31.758	0.10343
31.759	0.09950
31.760	0.09559
31.761	0.09167
31.762	0.08777
31.763	0.08388
31.764	0.08000
31.765	0.07612
31.766	0.07226
31.767	0.06841
31.768	0.06457
31.769	0.06073
31.770	0.05691
31.771	0.05310
31.772	0.04931
31.773	0.04552
31.774	0.04175
31.775	0.03799
31.776	0.03424
31.777	0.03051
31.778	0.02679
31.779	0.02308
31.780	0.01939
31.781	0.01571
31.782	0.01204
31.783	0.00839
31.784	0.00476
31.785	0.00114
31.786	-0.00246
31.787	-0.00605
31.788	-0.00962
31.789	-0.01317
31.790	-0.01671
31.791	-0.02023
31.792	-0.02373
31.793	-0.02721
31.794	-0.03068
31.795	-0.03413
31.796	-0.03755
31.797	-0.04096
31.798	-0.04435
31.799	-0.04772
31.800	-0.05108
31.801	-0.05441
31.802	-0.05772
31.803	-0.06101
31.804	-0.06428
31.805	-0.06752
31.806	-0.07075
31.807	-0.07395
31.808	-0.07714
31.809	-0.08029
31.810	-0.08343
31.811	-0.08655
31.812	-0.08964
31.813	-0.09270
31.814	-0.09575
31.815	-0.09877
31.816	-0.10176
31.817	-0.10473
31.818	-0.10767
31.819	-0.11059
31.820	-0.11349
31.821	-0.11636
31.822	-0.11920
31.823	-0.12201
31.824	-0.12480
31.825	-0.12756
31.826	-0.13030
31.827	-0.13301
31.828	-0.13569
31.829	-0.13834
31.830	-0.14096
31.831	-0.14355
31.832	-0.14612
31.833	-0.14865
31.834	-0.15116
31.835	-0.15364
31.836	-0.15608
31.837	-0.15850
31.838	-0.16088
31.839	-0.16324
31.840	-0.16556
31.841	-0.16785
31.842	-0.17011
31.843	-0.17234
31.844	-0.17453
31.845	-0.17669
