# col1          col2       
  165.28900146  1.5E-7     
  165.9750061   1.0E-7     
  166.66700745  1.0E-7     
  167.36399841  1.0E-7     
  168.06700134  7.0E-8     
  168.77600098  6.0E-8     
  169.49200439  7.0E-8     
  170.21299744  8.0E-8     
  170.94000244  9.0E-8     
  171.67399597  9.0E-8     
  172.41400146  7.0E-8     
  173.16000366  6.0E-8     
  173.91299438  5.0E-8     
  174.67199707  4.0E-8     
  175.43899536  4.0E-8     
  176.21099854  3.0E-8     
  176.99099731  3.0E-8     
  177.77799988  2.0E-8     
  178.57099915  2.0E-8     
  179.37199402  2.0E-8     
  180.17999268  2.0E-8     
  180.99499512  2.0E-8     
  181.81799316  1.0E-8     
  182.647995    1.0E-8     
  183.48599243  1.0E-8     
  184.33200073  1.0E-8     
  185.18499756  1.0E-8     
  186.04699707  1.0E-8     
  186.91600037  1.0E-8     
